iso,direct,indirect
AFG,0.03622804469511892,0.19186066419123904
AGO,0.10613266920250508,0.0828959267271756
ALB,0.022975994406790462,0.12280839145471134
ARE,0.8661386043665367,0.20506747436535022
ARG,0.7779530603295708,
ARM,0.021512446939870145,0.15048083695555192
ATG,0.002093099093822619,0.04709038994127468
AUS,1.6823597706163884,
AUT,0.2822195535258125,
AZE,0.13910667683681333,0.16177075402455898
BDI,0.00133153556311192,0.09419553341629694
BEL,0.39854809385181733,
BEN,0.03382274129258753,0.0978967264896653
BFA,0.01473842035927786,0.04540732768943201
BGD,0.42898995271033913,0.12644988887150532
BGR,0.17097894489552856,
BHR,0.14484820726729364,0.25480465794004203
BHS,0.008641677282922956,0.05712258451646335
BIH,0.113175715406029,0.10299195530716077
BLR,0.25592181268173686,0.10716449901218539
BLZ,0.0017662929977944938,0.0635472060747162
BOL,0.0958101507080954,0.03002266946023724
BRA,1.8867591428155936,0.03602732823586052
BRB,0.005489964090657065,0.020398727231452085
BRN,0.028570437758711986,0.11303554097676738
BTN,0.004989569251857867,0.22753759308726274
BWA,0.030275545137441323,0.052900245559641235
CAF,0.0017026875012093167,0.0868773536682852
CAN,2.3134291949338177,
CHE,0.15805434123283313,
CHL,0.3460266634319904,
CHN,46.09055769499679,
CIV,0.049371830699866115,0.057244854601350426
CMR,0.04089878778111655,0.10025298523373749
COD,0.011325113958528268,0.11169439947606463
COG,0.024987611762919137,0.09709081526480645
COL,0.3807866634146446,
COM,0.0011821395482668647,0.08547952843582607
CPV,0.003685659776866315,0.0523844835088596
CRI,0.03320330629948323,0.06196568141002956
CUB,0.10394484126309456,0.09394973110083527
CYP,0.028659108134390127,
CZE,0.4181093243289702,
DEU,2.8081885210656026,
DJI,0.003960181643260136,0.1234082753025234
DMA,0.0006957403354162332,0.034284165112467235
DNK,0.1239177288948341,
DOM,0.1108622285705877,0.03670969315714956
DZA,0.6998191214206742,0.08662140890911019
ECU,0.1576717479093941,0.06554452550497558
EGY,1.1237508595501025,0.1315840814704501
ERI,0.003209893464734978,0.0976213440342093
ESP,1.0417497279386936,
EST,0.06935916836082834,
ETH,0.07194632373319237,0.1343943458333996
FIN,0.17318856818674733,
FJI,0.010102909657726172,0.0659826845969178
FRA,1.265366387546127,
FSM,0.0,0.04744653480940997
GAB,0.024712972272784267,0.09718713377759514
GBR,1.4605967239914754,
GEO,0.043034379913574006,0.0872749602363001
GHA,0.07180945262903915,0.13382502987974476
GIN,0.012491714519922328,0.043852195855947684
GMB,0.002366883769593849,0.06775957442616232
GNB,0.0013230332186128044,0.06302141850456167
GNQ,0.018566283726398514,0.10931038367610313
GRC,0.2567178875461509,
GRD,0.0008449591196511416,0.028231309722002607
GTM,0.08133796714813857,0.04461235204531988
GUY,0.006954386242523765,0.05076748282738208
HND,0.04543665528634011,0.04944912016399883
HRV,0.07377994677810978,
HTI,0.013677123610306333,0.05346948522156936
HUN,0.19836944002823653,
IDN,2.586436373042158,0.13535710981761895
IND,10.104407911645232,0.10707968683870206
IRL,0.14567476877972851,
