iso,year,emissions
ARM,2045,0.005418701413579373
ARM,2046,0.005418701413579373
ARM,2047,0.005418701413579373
ARM,2048,0.005418701413579373
ARM,2049,0.005418701413579373
ARM,2050,0.005418701413579373
ATG,2021,0.0005272240322154993
ATG,2022,0.0005272240322154993
ATG,2023,0.0005272240322154993
ATG,2024,0.0005272240322154993
ATG,2025,0.0005272240322154993
ATG,2026,0.0005272240322154993
ATG,2027,0.0005272240322154993
ATG,2028,0.0005272240322154993
ATG,2029,0.0005272240322154993
ATG,2030,0.0005272240322154993
ATG,2031,0.0005272240322154993
ATG,2032,0.0005272240322154993
ATG,2033,0.0005272240322154993
ATG,2034,0.0005272240322154993
ATG,2035,0.0005272240322154993
ATG,2036,0.0005272240322154993
ATG,2037,0.0005272240322154993
ATG,2038,0.0005272240322154993
ATG,2039,0.0005272240322154993
ATG,2040,0.0005272240322154993
ATG,2041,0.0005272240322154993
ATG,2042,0.0005272240322154993
ATG,2043,0.0005272240322154993
ATG,2044,0.0005272240322154993
ATG,2045,0.0005272240322154993
ATG,2046,0.0005272240322154993
ATG,2047,0.0005272240322154993
ATG,2048,0.0005272240322154993
ATG,2049,0.0005272240322154993
ATG,2050,0.0005272240322154993
AUS,2021,0.423764218578614
AUS,2022,0.423764218578614
AUS,2023,0.423764218578614
AUS,2024,0.423764218578614
AUS,2025,0.423764218578614
AUS,2026,0.423764218578614
AUS,2027,0.423764218578614
AUS,2028,0.423764218578614
AUS,2029,0.423764218578614
AUS,2030,0.423764218578614
AUS,2031,0.423764218578614
AUS,2032,0.423764218578614
AUS,2033,0.423764218578614
AUS,2034,0.423764218578614
AUS,2035,0.423764218578614
AUS,2036,0.423764218578614
AUS,2037,0.423764218578614
AUS,2038,0.423764218578614
AUS,2039,0.423764218578614
AUS,2040,0.423764218578614
AUS,2041,0.423764218578614
AUS,2042,0.423764218578614
AUS,2043,0.423764218578614
AUS,2044,0.423764218578614
AUS,2045,0.423764218578614
AUS,2046,0.423764218578614
AUS,2047,0.423764218578614
AUS,2048,0.423764218578614
AUS,2049,0.423764218578614
AUS,2050,0.423764218578614
AUT,2021,0.07108738015273276
AUT,2022,0.07108738015273276
AUT,2023,0.07108738015273276
AUT,2024,0.07108738015273276
AUT,2025,0.07108738015273276
AUT,2026,0.07108738015273276
AUT,2027,0.07108738015273276
AUT,2028,0.07108738015273276
AUT,2029,0.07108738015273276
AUT,2030,0.07108738015273276
AUT,2031,0.07108738015273276
AUT,2032,0.07108738015273276
AUT,2033,0.07108738015273276
AUT,2034,0.07108738015273276
AUT,2035,0.07108738015273276
AUT,2036,0.07108738015273276
AUT,2037,0.07108738015273276
AUT,2038,0.07108738015273276
AUT,2039,0.07108738015273276
AUT,2040,0.07108738015273276
AUT,2041,0.07108738015273276
AUT,2042,0.07108738015273276
AUT,2043,0.07108738015273276
AUT,2044,0.07108738015273276
AUT,2045,0.07108738015273276
AUT,2046,0.07108738015273276
AUT,2047,0.07108738015273276
AUT,2048,0.07108738015273276
AUT,2049,0.07108738015273276
AUT,2050,0.07108738015273276
AZE,2021,0.035039135646486835
AZE,2022,0.035039135646486835
AZE,2023,0.035039135646486835
AZE,2024,0.035039135646486835
AZE,2025,0.035039135646486835
AZE,2026,0.035039135646486835
AZE,2027,0.035039135646486835
AZE,2028,0.035039135646486835
AZE,2029,0.035039135646486835
AZE,2030,0.035039135646486835
AZE,2031,0.035039135646486835
AZE,2032,0.035039135646486835
AZE,2033,0.035039135646486835
AZE,2034,0.035039135646486835
AZE,2035,0.035039135646486835
AZE,2036,0.035039135646486835
AZE,2037,0.035039135646486835
AZE,2038,0.035039135646486835
AZE,2039,0.035039135646486835
AZE,2040,0.035039135646486835
AZE,2041,0.035039135646486835
AZE,2042,0.035039135646486835
AZE,2043,0.035039135646486835
AZE,2044,0.035039135646486835
AZE,2045,0.035039135646486835
AZE,2046,0.035039135646486835
AZE,2047,0.035039135646486835
AZE,2048,0.035039135646486835
AZE,2049,0.035039135646486835
AZE,2050,0.035039135646486835
BDI,2021,0.000335396231690102
BDI,2022,0.000335396231690102
BDI,2023,0.000335396231690102
BDI,2024,0.000335396231690102
BDI,2025,0.000335396231690102
BDI,2026,0.000335396231690102
BDI,2027,0.000335396231690102
BDI,2028,0.000335396231690102
BDI,2029,0.000335396231690102
BDI,2030,0.000335396231690102
BDI,2031,0.000335396231690102
BDI,2032,0.000335396231690102
BDI,2033,0.000335396231690102
BDI,2034,0.000335396231690102
BDI,2035,0.000335396231690102
BDI,2036,0.000335396231690102
BDI,2037,0.000335396231690102
BDI,2038,0.000335396231690102
BDI,2039,0.000335396231690102
BDI,2040,0.000335396231690102
BDI,2041,0.000335396231690102
BDI,2042,0.000335396231690102
BDI,2043,0.000335396231690102
BDI,2044,0.000335396231690102
BDI,2045,0.000335396231690102
BDI,2046,0.000335396231690102
BDI,2047,0.000335396231690102
BDI,2048,0.000335396231690102
BDI,2049,0.000335396231690102
BDI,2050,0.000335396231690102
BEL,2021,0.1003890038901922
BEL,2022,0.1003890038901922
BEL,2023,0.1003890038901922
BEL,2024,0.1003890038901922
BEL,2025,0.1003890038901922
BEL,2026,0.1003890038901922
BEL,2027,0.1003890038901922
BEL,2028,0.1003890038901922
BEL,2029,0.1003890038901922
BEL,2030,0.1003890038901922
BEL,2031,0.1003890038901922
BEL,2032,0.1003890038901922
BEL,2033,0.1003890038901922
BEL,2034,0.1003890038901922
BEL,2035,0.1003890038901922
BEL,2036,0.1003890038901922
BEL,2037,0.1003890038901922
BEL,2038,0.1003890038901922
BEL,2039,0.1003890038901922
BEL,2040,0.1003890038901922
BEL,2041,0.1003890038901922
BEL,2042,0.1003890038901922
BEL,2043,0.1003890038901922
BEL,2044,0.1003890038901922
BEL,2045,0.1003890038901922
BEL,2046,0.1003890038901922
BEL,2047,0.1003890038901922
BEL,2048,0.1003890038901922
BEL,2049,0.1003890038901922
BEL,2050,0.1003890038901922
BEN,2021,0.008519502061552966
BEN,2022,0.008519502061552966
BEN,2023,0.008519502061552966
BEN,2024,0.008519502061552966
BEN,2025,0.008519502061552966
BEN,2026,0.008519502061552966
BEN,2027,0.008519502061552966
BEN,2028,0.008519502061552966
BEN,2029,0.008519502061552966
BEN,2030,0.008519502061552966
BEN,2031,0.008519502061552966
BEN,2032,0.008519502061552966
BEN,2033,0.008519502061552966
BEN,2034,0.008519502061552966
BEN,2035,0.008519502061552966
BEN,2036,0.008519502061552966
BEN,2037,0.008519502061552966
BEN,2038,0.008519502061552966
BEN,2039,0.008519502061552966
BEN,2040,0.008519502061552966
BEN,2041,0.008519502061552966
BEN,2042,0.008519502061552966
BEN,2043,0.008519502061552966
BEN,2044,0.008519502061552966
BEN,2045,0.008519502061552966
BEN,2046,0.008519502061552966
BEN,2047,0.008519502061552966
BEN,2048,0.008519502061552966
BEN,2049,0.008519502061552966
BEN,2050,0.008519502061552966
BFA,2021,0.003712413537054724
BFA,2022,0.003712413537054724
BFA,2023,0.003712413537054724
BFA,2024,0.003712413537054724
BFA,2025,0.003712413537054724
BFA,2026,0.003712413537054724
BFA,2027,0.003712413537054724
BFA,2028,0.003712413537054724
BFA,2029,0.003712413537054724
BFA,2030,0.003712413537054724
BFA,2031,0.003712413537054724
BFA,2032,0.003712413537054724
BFA,2033,0.003712413537054724
BFA,2034,0.003712413537054724
BFA,2035,0.003712413537054724
BFA,2036,0.003712413537054724
BFA,2037,0.003712413537054724
BFA,2038,0.003712413537054724
BFA,2039,0.003712413537054724
BFA,2040,0.003712413537054724
BFA,2041,0.003712413537054724
BFA,2042,0.003712413537054724
BFA,2043,0.003712413537054724
BFA,2044,0.003712413537054724
BFA,2045,0.003712413537054724
BFA,2046,0.003712413537054724
BFA,2047,0.003712413537054724
BFA,2048,0.003712413537054724
BFA,2049,0.003712413537054724
BFA,2050,0.003712413537054724
BGD,2021,0.1080569062952382
BGD,2022,0.1080569062952382
BGD,2023,0.1080569062952382
BGD,2024,0.1080569062952382
BGD,2025,0.1080569062952382
BGD,2026,0.1080569062952382
BGD,2027,0.1080569062952382
BGD,2028,0.1080569062952382
BGD,2029,0.1080569062952382
BGD,2030,0.1080569062952382
BGD,2031,0.1080569062952382
BGD,2032,0.1080569062952382
BGD,2033,0.1080569062952382
BGD,2034,0.1080569062952382
BGD,2035,0.1080569062952382
BGD,2036,0.1080569062952382
BGD,2037,0.1080569062952382
BGD,2038,0.1080569062952382
BGD,2039,0.1080569062952382
BGD,2040,0.1080569062952382
BGD,2041,0.1080569062952382
BGD,2042,0.1080569062952382
BGD,2043,0.1080569062952382
BGD,2044,0.1080569062952382
BGD,2045,0.1080569062952382
BGD,2046,0.1080569062952382
BGD,2047,0.1080569062952382
BGD,2048,0.1080569062952382
BGD,2049,0.1080569062952382
BGD,2050,0.1080569062952382
BGR,2021,0.04306733924724285
BGR,2022,0.04306733924724285
BGR,2023,0.04306733924724285
BGR,2024,0.04306733924724285
BGR,2025,0.04306733924724285
BGR,2026,0.04306733924724285
BGR,2027,0.04306733924724285
BGR,2028,0.04306733924724285
BGR,2029,0.04306733924724285
BGR,2030,0.04306733924724285
BGR,2031,0.04306733924724285
BGR,2032,0.04306733924724285
BGR,2033,0.04306733924724285
BGR,2034,0.04306733924724285
BGR,2035,0.04306733924724285
BGR,2036,0.04306733924724285
BGR,2037,0.04306733924724285
BGR,2038,0.04306733924724285
BGR,2039,0.04306733924724285
BGR,2040,0.04306733924724285
BGR,2041,0.04306733924724285
BGR,2042,0.04306733924724285
BGR,2043,0.04306733924724285
BGR,2044,0.04306733924724285
BGR,2045,0.04306733924724285
BGR,2046,0.04306733924724285
BGR,2047,0.04306733924724285
BGR,2048,0.04306733924724285
BGR,2049,0.04306733924724285
BGR,2050,0.04306733924724285
BHR,2021,0.03648535137204859
BHR,2022,0.03648535137204859
BHR,2023,0.03648535137204859
BHR,2024,0.03648535137204859
BHR,2025,0.03648535137204859
BHR,2026,0.03648535137204859
BHR,2027,0.03648535137204859
BHR,2028,0.03648535137204859
BHR,2029,0.03648535137204859
BHR,2030,0.03648535137204859
BHR,2031,0.03648535137204859
BHR,2032,0.03648535137204859
BHR,2033,0.03648535137204859
BHR,2034,0.03648535137204859
BHR,2035,0.03648535137204859
BHR,2036,0.03648535137204859
BHR,2037,0.03648535137204859
BHR,2038,0.03648535137204859
BHR,2039,0.03648535137204859
BHR,2040,0.03648535137204859
BHR,2041,0.03648535137204859
BHR,2042,0.03648535137204859
BHR,2043,0.03648535137204859
BHR,2044,0.03648535137204859
BHR,2045,0.03648535137204859
BHR,2046,0.03648535137204859
BHR,2047,0.03648535137204859
BHR,2048,0.03648535137204859
BHR,2049,0.03648535137204859
BHR,2050,0.03648535137204859
BHS,2021,0.0021767244349077904
BHS,2022,0.0021767244349077904
BHS,2023,0.0021767244349077904
BHS,2024,0.0021767244349077904
BHS,2025,0.0021767244349077904
BHS,2026,0.0021767244349077904
BHS,2027,0.0021767244349077904
BHS,2028,0.0021767244349077904
BHS,2029,0.0021767244349077904
BHS,2030,0.0021767244349077904
BHS,2031,0.0021767244349077904
BHS,2032,0.0021767244349077904
BHS,2033,0.0021767244349077904
BHS,2034,0.0021767244349077904
BHS,2035,0.0021767244349077904
BHS,2036,0.0021767244349077904
BHS,2037,0.0021767244349077904
BHS,2038,0.0021767244349077904
BHS,2039,0.0021767244349077904
BHS,2040,0.0021767244349077904
BHS,2041,0.0021767244349077904
BHS,2042,0.0021767244349077904
BHS,2043,0.0021767244349077904
BHS,2044,0.0021767244349077904
BHS,2045,0.0021767244349077904
BHS,2046,0.0021767244349077904
BHS,2047,0.0021767244349077904
BHS,2048,0.0021767244349077904
BHS,2049,0.0021767244349077904
BHS,2050,0.0021767244349077904
BIH,2021,0.02850746875832623
BIH,2022,0.02850746875832623
BIH,2023,0.02850746875832623
BIH,2024,0.02850746875832623
BIH,2025,0.02850746875832623
BIH,2026,0.02850746875832623
BIH,2027,0.02850746875832623
BIH,2028,0.02850746875832623
BIH,2029,0.02850746875832623
BIH,2030,0.02850746875832623
BIH,2031,0.02850746875832623
BIH,2032,0.02850746875832623
BIH,2033,0.02850746875832623
BIH,2034,0.02850746875832623
BIH,2035,0.02850746875832623
BIH,2036,0.02850746875832623
BIH,2037,0.02850746875832623
BIH,2038,0.02850746875832623
BIH,2039,0.02850746875832623
BIH,2040,0.02850746875832623
BIH,2041,0.02850746875832623
BIH,2042,0.02850746875832623
BIH,2043,0.02850746875832623
BIH,2044,0.02850746875832623
BIH,2045,0.02850746875832623
BIH,2046,0.02850746875832623
BIH,2047,0.02850746875832623
BIH,2048,0.02850746875832623
BIH,2049,0.02850746875832623
BIH,2050,0.02850746875832623
BLR,2021,0.06446332637195924
BLR,2022,0.06446332637195924
BLR,2023,0.06446332637195924
BLR,2024,0.06446332637195924
BLR,2025,0.06446332637195924
BLR,2026,0.06446332637195924
BLR,2027,0.06446332637195924
BLR,2028,0.06446332637195924
BLR,2029,0.06446332637195924
BLR,2030,0.06446332637195924
BLR,2031,0.06446332637195924
BLR,2032,0.06446332637195924
BLR,2033,0.06446332637195924
BLR,2034,0.06446332637195924
BLR,2035,0.06446332637195924
BLR,2036,0.06446332637195924
BLR,2037,0.06446332637195924
BLR,2038,0.06446332637195924
BLR,2039,0.06446332637195924
BLR,2040,0.06446332637195924
BLR,2041,0.06446332637195924
BLR,2042,0.06446332637195924
BLR,2043,0.06446332637195924
BLR,2044,0.06446332637195924
BLR,2045,0.06446332637195924
BLR,2046,0.06446332637195924
BLR,2047,0.06446332637195924
BLR,2048,0.06446332637195924
BLR,2049,0.06446332637195924
BLR,2050,0.06446332637195924
BLZ,2021,0.0004449058905617005
BLZ,2022,0.0004449058905617005
BLZ,2023,0.0004449058905617005
BLZ,2024,0.0004449058905617005
BLZ,2025,0.0004449058905617005
BLZ,2026,0.0004449058905617005
BLZ,2027,0.0004449058905617005
BLZ,2028,0.0004449058905617005
BLZ,2029,0.0004449058905617005
BLZ,2030,0.0004449058905617005
BLZ,2031,0.0004449058905617005
BLZ,2032,0.0004449058905617005
BLZ,2033,0.0004449058905617005
BLZ,2034,0.0004449058905617005
BLZ,2035,0.0004449058905617005
BLZ,2036,0.0004449058905617005
BLZ,2037,0.0004449058905617005
BLZ,2038,0.0004449058905617005
BLZ,2039,0.0004449058905617005
BLZ,2040,0.0004449058905617005
BLZ,2041,0.0004449058905617005
BLZ,2042,0.0004449058905617005
BLZ,2043,0.0004449058905617005
BLZ,2044,0.0004449058905617005
BLZ,2045,0.0004449058905617005
BLZ,2046,0.0004449058905617005
BLZ,2047,0.0004449058905617005
BLZ,2048,0.0004449058905617005
BLZ,2049,0.0004449058905617005
BLZ,2050,0.0004449058905617005
BOL,2021,0.024133312241435643
BOL,2022,0.024133312241435643
BOL,2023,0.024133312241435643
BOL,2024,0.024133312241435643
BOL,2025,0.024133312241435643
BOL,2026,0.024133312241435643
BOL,2027,0.024133312241435643
BOL,2028,0.024133312241435643
BOL,2029,0.024133312241435643
BOL,2030,0.024133312241435643
BOL,2031,0.024133312241435643
BOL,2032,0.024133312241435643
BOL,2033,0.024133312241435643
BOL,2034,0.024133312241435643
BOL,2035,0.024133312241435643
BOL,2036,0.024133312241435643
BOL,2037,0.024133312241435643
BOL,2038,0.024133312241435643
BOL,2039,0.024133312241435643
BOL,2040,0.024133312241435643
BOL,2041,0.024133312241435643
BOL,2042,0.024133312241435643
BOL,2043,0.024133312241435643
BOL,2044,0.024133312241435643
BOL,2045,0.024133312241435643
BOL,2046,0.024133312241435643
BOL,2047,0.024133312241435643
BOL,2048,0.024133312241435643
BOL,2049,0.024133312241435643
BOL,2050,0.024133312241435643
BRA,2021,0.47524972230426515
BRA,2022,0.47524972230426515
BRA,2023,0.47524972230426515
BRA,2024,0.47524972230426515
BRA,2025,0.47524972230426515
BRA,2026,0.47524972230426515
BRA,2027,0.47524972230426515
BRA,2028,0.47524972230426515
BRA,2029,0.47524972230426515
BRA,2030,0.47524972230426515
BRA,2031,0.47524972230426515
BRA,2032,0.47524972230426515
BRA,2033,0.47524972230426515
BRA,2034,0.47524972230426515
BRA,2035,0.47524972230426515
BRA,2036,0.47524972230426515
BRA,2037,0.47524972230426515
BRA,2038,0.47524972230426515
BRA,2039,0.47524972230426515
BRA,2040,0.47524972230426515
BRA,2041,0.47524972230426515
BRA,2042,0.47524972230426515
BRA,2043,0.47524972230426515
BRA,2044,0.47524972230426515
BRA,2045,0.47524972230426515
BRA,2046,0.47524972230426515
BRA,2047,0.47524972230426515
BRA,2048,0.47524972230426515
BRA,2049,0.47524972230426515
BRA,2050,0.47524972230426515
BRB,2021,0.0013828494853093723
BRB,2022,0.0013828494853093723
BRB,2023,0.0013828494853093723
BRB,2024,0.0013828494853093723
BRB,2025,0.0013828494853093723
BRB,2026,0.0013828494853093723
BRB,2027,0.0013828494853093723
BRB,2028,0.0013828494853093723
BRB,2029,0.0013828494853093723
BRB,2030,0.0013828494853093723
BRB,2031,0.0013828494853093723
BRB,2032,0.0013828494853093723
BRB,2033,0.0013828494853093723
BRB,2034,0.0013828494853093723
BRB,2035,0.0013828494853093723
BRB,2036,0.0013828494853093723
BRB,2037,0.0013828494853093723
BRB,2038,0.0013828494853093723
BRB,2039,0.0013828494853093723
BRB,2040,0.0013828494853093723
BRB,2041,0.0013828494853093723
BRB,2042,0.0013828494853093723
BRB,2043,0.0013828494853093723
BRB,2044,0.0013828494853093723
BRB,2045,0.0013828494853093723
BRB,2046,0.0013828494853093723
BRB,2047,0.0013828494853093723
BRB,2048,0.0013828494853093723
BRB,2049,0.0013828494853093723
BRB,2050,0.0013828494853093723
BRN,2021,0.00719651613330826
BRN,2022,0.00719651613330826
BRN,2023,0.00719651613330826
BRN,2024,0.00719651613330826
BRN,2025,0.00719651613330826
BRN,2026,0.00719651613330826
BRN,2027,0.00719651613330826
BRN,2028,0.00719651613330826
BRN,2029,0.00719651613330826
BRN,2030,0.00719651613330826
BRN,2031,0.00719651613330826
BRN,2032,0.00719651613330826
BRN,2033,0.00719651613330826
BRN,2034,0.00719651613330826
BRN,2035,0.00719651613330826
BRN,2036,0.00719651613330826
BRN,2037,0.00719651613330826
BRN,2038,0.00719651613330826
BRN,2039,0.00719651613330826
BRN,2040,0.00719651613330826
BRN,2041,0.00719651613330826
BRN,2042,0.00719651613330826
BRN,2043,0.00719651613330826
BRN,2044,0.00719651613330826
BRN,2045,0.00719651613330826
BRN,2046,0.00719651613330826
BRN,2047,0.00719651613330826
BRN,2048,0.00719651613330826
BRN,2049,0.00719651613330826
BRN,2050,0.00719651613330826
BTN,2021,0.0012568066307736075
BTN,2022,0.0012568066307736075
BTN,2023,0.0012568066307736075
BTN,2024,0.0012568066307736075
BTN,2025,0.0012568066307736075
BTN,2026,0.0012568066307736075
BTN,2027,0.0012568066307736075
BTN,2028,0.0012568066307736075
BTN,2029,0.0012568066307736075
BTN,2030,0.0012568066307736075
BTN,2031,0.0012568066307736075
BTN,2032,0.0012568066307736075
BTN,2033,0.0012568066307736075
BTN,2034,0.0012568066307736075
BTN,2035,0.0012568066307736075
BTN,2036,0.0012568066307736075
BTN,2037,0.0012568066307736075
BTN,2038,0.0012568066307736075
BTN,2039,0.0012568066307736075
BTN,2040,0.0012568066307736075
BTN,2041,0.0012568066307736075
BTN,2042,0.0012568066307736075
BTN,2043,0.0012568066307736075
BTN,2044,0.0012568066307736075
BTN,2045,0.0012568066307736075
BTN,2046,0.0012568066307736075
BTN,2047,0.0012568066307736075
BTN,2048,0.0012568066307736075
BTN,2049,0.0012568066307736075
BTN,2050,0.0012568066307736075
BWA,2021,0.007626010174095462
BWA,2022,0.007626010174095462
BWA,2023,0.007626010174095462
BWA,2024,0.007626010174095462
BWA,2025,0.007626010174095462
BWA,2026,0.007626010174095462
BWA,2027,0.007626010174095462
BWA,2028,0.007626010174095462
BWA,2029,0.007626010174095462
BWA,2030,0.007626010174095462
BWA,2031,0.007626010174095462
BWA,2032,0.007626010174095462
BWA,2033,0.007626010174095462
BWA,2034,0.007626010174095462
BWA,2035,0.007626010174095462
BWA,2036,0.007626010174095462
BWA,2037,0.007626010174095462
BWA,2038,0.007626010174095462
BWA,2039,0.007626010174095462
BWA,2040,0.007626010174095462
BWA,2041,0.007626010174095462
BWA,2042,0.007626010174095462
BWA,2043,0.007626010174095462
BWA,2044,0.007626010174095462
BWA,2045,0.007626010174095462
BWA,2046,0.007626010174095462
BWA,2047,0.007626010174095462
BWA,2048,0.007626010174095462
BWA,2049,0.007626010174095462
BWA,2050,0.007626010174095462
CAF,2021,0.0004288845055830436
CAF,2022,0.0004288845055830436
CAF,2023,0.0004288845055830436
CAF,2024,0.0004288845055830436
CAF,2025,0.0004288845055830436
CAF,2026,0.0004288845055830436
CAF,2027,0.0004288845055830436
CAF,2028,0.0004288845055830436
CAF,2029,0.0004288845055830436
CAF,2030,0.0004288845055830436
CAF,2031,0.0004288845055830436
CAF,2032,0.0004288845055830436
CAF,2033,0.0004288845055830436
CAF,2034,0.0004288845055830436
CAF,2035,0.0004288845055830436
CAF,2036,0.0004288845055830436
CAF,2037,0.0004288845055830436
CAF,2038,0.0004288845055830436
CAF,2039,0.0004288845055830436
CAF,2040,0.0004288845055830436
CAF,2041,0.0004288845055830436
CAF,2042,0.0004288845055830436
CAF,2043,0.0004288845055830436
CAF,2044,0.0004288845055830436
CAF,2045,0.0004288845055830436
CAF,2046,0.0004288845055830436
CAF,2047,0.0004288845055830436
CAF,2048,0.0004288845055830436
CAF,2049,0.0004288845055830436
CAF,2050,0.0004288845055830436
CAN,2021,0.5827222762637146
CAN,2022,0.5827222762637146
CAN,2023,0.5827222762637146
CAN,2024,0.5827222762637146
CAN,2025,0.5827222762637146
CAN,2026,0.5827222762637146
CAN,2027,0.5827222762637146
CAN,2028,0.5827222762637146
CAN,2029,0.5827222762637146
CAN,2030,0.5827222762637146
CAN,2031,0.5827222762637146
CAN,2032,0.5827222762637146
CAN,2033,0.5827222762637146
CAN,2034,0.5827222762637146
CAN,2035,0.5827222762637146
CAN,2036,0.5827222762637146
CAN,2037,0.5827222762637146
CAN,2038,0.5827222762637146
CAN,2039,0.5827222762637146
CAN,2040,0.5827222762637146
CAN,2041,0.5827222762637146
CAN,2042,0.5827222762637146
