id,event,log_gdp_pc_ppp,g_gdp,exports_share,imports_share,services_share,industry_share,emission_intensity,control_corruption,government_effectiveness,regulatory_quality,rule_of_law,reserves_oil,reserves_gas,reserves_coal,exposure_pm25,g_debt,spatial_lag,start,stop,region,kyoto,eu
AGO,0,-0.10871426312707592,0.32873381059763307,0.277539649450532,-0.379542962182875,-0.7600463226205566,2.0980060245466112,-0.2854229936492881,-1.336598707654097,-1.2397439366795657,-1.070129500062863,-1.2840358564065024,-0.043268669652692146,-0.08479023332050134,-0.24150567663757,0.35537498038927684,0.43034694949398916,-0.16108348852316373,26.0,27.0,AF,0,0
AGO,0,-0.10032646680477884,0.3072708893270313,0.09138511465739536,-0.4259808606434105,-0.4760043402021771,1.5441130386705142,-0.2698669145795932,-1.4724082205728075,-1.1387931357582892,-1.0032949927819732,-1.1342333753520641,-0.06059529189382681,-0.08846455328040616,-0.24150567663757,0.25771611015587925,0.4439499450097693,-0.1518344686057648,27.0,28.0,AF,0,0
AGO,0,-0.12231706454084246,-0.3333147660743833,-0.3681659743892616,-0.47492530047203807,-0.3458656556753344,1.2137486943208922,-0.2465602082868081,-1.422703497430519,-1.0134279504691648,-0.9227325268314783,-1.0980210401129282,-0.06414299350650976,-0.08880727639834904,-0.24150567663757,0.24360661665572672,1.1585410435487618,-0.12857547724135218,28.0,29.0,AF,0,0
AGO,0,-0.17315223827253143,-0.9144646384406208,-0.4183064255352794,-0.7316354924519799,-0.4642261883136652,1.2687142689715125,-0.23001348029369434,-1.468170688487029,-1.0497492171068374,-1.0164262029835407,-1.10341028059101,-0.07234312622972144,-0.08805730813960011,-0.24150567663757,0.18902503935199053,1.2450794070412798,-0.12864831256929896,29.0,30.0,AF,0,0
AGO,0,-0.2034979953414969,-0.5132731072852063,-0.3912503966712239,-0.7964927441669589,-0.47962113717706256,1.231918635892942,-0.29007656829065265,-1.4406454532023567,-1.0390050211936264,-1.0599191256446516,-1.1203541806835675,-0.07626532804005072,-0.08840535619602352,-0.24150567663757,0.22387900847587294,-0.4306193388169357,-0.0784659118981982,30.0,31.0,AF,0,0
AGO,0,-0.24276775673684148,-0.7058305306677415,-0.027305433105703027,-0.7220009955247957,-0.730296038075372,1.6778155765491032,-0.31018489316860665,-1.1695861014140003,-1.0661678500117944,-0.8880303635766544,-1.0639131892772602,-0.068276089929332,-0.08873582965417784,-0.24150567663757,0.22387900847587294,1.58833703768332,-0.048125648976563414,31.0,32.0,AF,0,0
AGO,0,-0.2763656130708181,-0.604077774646997,-0.028706032292340068,-0.9987154392573556,-0.8066956791326215,1.8193445060919762,-0.3027443354972254,-1.0785039572554769,-1.132173128361339,-0.9071694040208953,-1.0704256883033902,-0.08010437090451535,-0.08568977922381493,-0.24150567663757,0.22387900847587294,1.3789224452443178,0.1819834113934688,32.0,33.0,AF,0,0
AGO,0,-0.35041399549492286,-1.4130648142748372,-0.18707377292488486,-1.0245356935744006,-0.5940981350535363,1.4799924414881604,-0.2821868268300067,-1.0785039572554769,-1.132173128361339,-0.9071694040208953,-1.0704256883033902,-0.08402369335468403,-0.08720803445783433,-0.24150567663757,0.22387900847587294,1.5421761785091326,0.18191544097710796,33.0,34.0,AF,0,0
ALB,0,-0.5330178198263591,-0.6185805442597193,-0.7903217768953829,-1.0283019622367082,-0.9724175902371323,-0.6862647962485379,1.0025657088423745,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.1337129461063274,-0.09687836100490634,0.33694265201911844,-0.3349393795055062,-0.00413127572311914,-0.6863779695372428,0.0,1.0,EU,0,0
ALB,0,-0.5330178198263591,-0.7229558870789928,-0.7611170630412761,-0.9050004707082445,-0.9724175902371323,-0.6862647962485379,1.0066916334810814,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.133973676903403,-0.09690139026142902,0.3261313165061956,-0.3349393795055062,-0.00413127572311914,-0.6863779695372428,1.0,2.0,EU,0,0
ALB,0,-0.5330178198263591,1.135500093581399,-0.7114734656553466,-0.8544197099950647,-0.9724175902371323,-0.6862647962485379,0.8019067200189225,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.1343367274531501,-0.0969334569920746,0.31107724025018396,-0.3349393795055062,-0.00413127572311914,-0.6863779695372428,2.0,3.0,EU,0,0
ALB,0,-0.5330178198263591,-2.0694406039980424,-0.8095417156605489,-0.7711357731050938,-0.9724175902371323,-0.6862647962485379,0.7006336480858787,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.1345743356725529,-0.09724141203283637,0.3012246942164788,-0.3349393795055062,-0.00413127572311914,-0.16846935966318868,3.0,4.0,EU,0,0
ALB,0,-0.7974441280458462,-5.111644865197409,-1.053159663432279,-0.622939659960547,-0.9724175902371323,-0.6862647962485379,0.6030245321641096,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.13449519732611112,-0.09723615717090878,0.304506206124226,-0.3349393795055062,-0.00413127572311914,0.0014531422061850553,4.0,5.0,EU,0,0
ALB,0,-0.853624759038646,-1.6750958672671512,-0.8989108195799799,1.5802531810473728,-0.9724175902371323,-0.6862647962485379,0.08631393063694082,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.1344151002495022,-0.09255029423740375,0.30782747226745016,-0.3349393795055062,-0.00413127572311914,-0.10922034952515455,5.0,6.0,EU,0,0
ALB,0,-0.7737666034307338,1.0897448949665176,-0.7918933108842915,0.5471186622458996,-0.9724175902371323,-0.6862647962485379,-0.01772736632068656,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.1343340186546987,-0.09226577508241746,0.31118956195986736,-0.3349393795055062,-0.00413127572311914,-0.18374214309470643,6.0,7.0,EU,0,0
ALB,0,-0.7033359639328028,0.8822900602104679,-0.9147792431200559,-0.21506729345613307,-0.9724175902371323,-0.6862647962485379,-0.03563344148754476,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.13425194264012735,-0.09517015022027256,0.3145928857752626,-0.3349393795055062,-0.00413127572311914,-0.1231093483803686,7.0,8.0,EU,0,0
ALB,0,-0.5957281575824251,1.7110009834649273,-0.8945664953603715,-0.4151806214133771,-0.9724175902371323,-0.6862647962485379,-0.16969391537736092,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.13416884533304854,-0.09751879860089763,0.3180385580054948,-0.3747822784291073,0.31404603230935507,-0.12458668880266492,8.0,9.0,EU,0,0
ALB,0,-0.5192223194906015,1.0138962103423341,-0.9259558276187646,-0.4703303914688259,-0.9724175902371323,-0.6862647962485379,-0.21187198023350018,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.13408471612424608,-0.09751510956129887,0.32152701856712246,-0.3747822784291073,0.3544615226058742,0.35834746411507223,9.0,10.0,EU,0,0
ALB,0,-0.6089050029549024,-2.2913909709285654,-0.9697320628928449,-0.4067628331105164,-0.7931057670182611,-0.6293303501400794,-0.2687862580396199,-0.9157840408510216,-0.6973770284367278,-0.48087870091601675,-0.700479335238838,-0.13399952699275158,-0.09751137404442022,0.325059429363898,-0.3747822784291073,1.1206038724155194,0.3275824522963868,10.0,11.0,EU,0,0
ALB,0,-0.5343709883997683,0.9692243293878982,-0.9306670738060747,-0.35983724129734923,-0.6747890493609451,-0.8430827684585457,-0.23132016916500195,-1.0566726210667183,-0.6393487321804427,-0.17462600500414854,-0.9403779543332513,-0.13391326657131108,-0.09724919560194126,0.3286362617448037,-0.3747822784291073,0.37265115187653597,0.2964723007090706,11.0,12.0,EU,0,0
ALB,0,-0.429763049124928,1.6397556938970603,-0.765350445063872,-0.44123153354170874,-0.4745862914142998,-0.7510264115666727,-0.05588595683948012,-1.0566726210667183,-0.6393487321804427,-0.17462600500414854,-0.9403779543332513,-0.1338259056225202,-0.09724372310138335,0.3322587280537291,-0.3747822784291073,0.04829307039402915,0.26999566477701187,12.0,13.0,EU,0,0
ALB,0,-0.3694753770657222,0.6583079642085818,-0.6646605241293829,-0.1428243295486594,-0.6530253115484641,-0.5298455616568268,-0.06867715491322947,-0.8786946541539259,-0.7648755369604996,-0.257258391390098,-1.0248521983436967,-0.13373743196658494,-0.09723818089816591,0.33592733333204416,-0.37657203615946794,0.3717123031063379,0.4408362870338144,13.0,14.0,EU,0,0
ALB,0,-0.2964557177821294,0.880712706232089,-0.627192342448847,-0.08363359173897986,-0.6079016905704236,-0.34880615221508265,-0.07916968523329486,-0.8786946541539259,-0.7648755369604996,-0.257258391390098,-1.0248521983436967,-0.13360612896837992,-0.09722995576163893,0.3413718791370243,-0.37657203615946794,-0.1902545804415469,0.4262283021092248,14.0,15.0,EU,0,0
ALB,0,-0.257620499705846,0.26046919971763727,-0.6391204757015315,-0.004818763427737395,-0.690139313244885,-0.24277073244976788,-0.017334485406270608,-0.8901771819858845,-0.5398770590421568,-0.2271100937437149,-0.7781622160350892,-0.13356391225933853,-0.09722731120515253,0.3431224165143397,-0.37657203615946794,0.230490911340031,0.4101631481956293,15.0,16.0,EU,0,0
ALB,0,-0.21043155721903434,0.4242665068204527,-0.6421419128503243,-0.05058378888193454,-0.8216229986717545,-0.16933336642172922,-0.018948122788290903,-0.8331704836237046,-0.5448089391888715,-0.45362227561406104,-0.7391468356000039,-0.1335110616302641,-0.09722400051426491,0.3453138948107338,-0.37657203615946794,-0.263632169616048,0.37928362400527516,16.0,17.0,EU,0,0
ALB,0,-0.16299218374189633,0.4219601419062046,-0.5999968720952731,-0.094307386888214,-0.7744632427254385,-0.12214461684449197,-0.02515945047799221,-0.7187290830017865,-0.4206858803451243,-0.1672032345502206,-0.7037710929250602,-0.13345179224833834,-0.09722028773721585,0.34777152996864424,-0.37657203615946794,-0.19027395765827382,0.4794118415848819,17.0,18.0,EU,0,0
ALB,0,-0.11469190253472741,0.4239011058720282,-0.5755303163276646,0.004290245798786054,-0.7057927350985609,-0.08995756811307713,-0.08796143872426603,-0.8067737050564058,-0.6678173003886297,-0.3766832883127284,-0.7523452735741089,-0.13337887398165435,-0.09721571996110268,0.35079512309605254,-0.4010165623303172,0.044753117788474364,0.7057432228343421,18.0,19.0,EU,0,0
ALB,0,-0.06249688830843274,0.4860172421918287,-0.5079648286164612,0.04328134738626877,-0.7079832903288362,-0.07244075660697528,-0.12456540417872919,-0.8246386423921969,-0.5299890507522846,-0.10217797675442501,-0.7007666013608321,-0.13040222614211158,-0.09784037782930076,0.354543828512193,-0.4010165623303172,-0.1056603243259445,0.6449530901001302,19.0,20.0,EU,0,0
ALB,0,-0.008654780361701519,0.49932433317258973,-0.4145113946297488,0.23518095874314865,-0.6292767905074808,-0.06994141974951322,-0.14123914637092433,-0.7071819851800805,-0.41130768871685636,0.06283527141624888,-0.6622844436612453,-0.1302712886945431,-0.09783832861535592,0.359065349887668,-0.4010165623303172,-0.21537794552915782,0.5856745558966806,20.0,21.0,EU,0,0
ALB,0,0.05693365134018409,0.7497441102762901,-0.505110084083592,0.1439006331553028,-0.6250942691939587,-0.0838145397379799,-0.1814596889470204,-0.611964123057543,-0.3607212953352639,0.1511760975498378,-0.604670082172377,-0.13004798058870862,-0.09783623197503771,0.3636915159545351,-0.4010165623303172,0.10283679399567096,0.7864326748010149,21.0,22.0,EU,0,0
ALB,0,0.08951002034479236,0.06528294686733382,-0.5070069696875931,0.0692081162031874,-0.5815209107750393,-0.14162374298496505,-0.18712779924285028,-0.5560862862402586,-0.2604162621853527,0.24339609360397554,-0.5163850610094738,-0.12992887278017415,-0.09783437735305685,0.15905986802107605,-0.4010165623303172,0.30060817466081385,0.7989125444487365,22.0,23.0,EU,0,0
ALB,0,0.12342441175343302,0.1235050511031011,-0.4227680088524266,0.02722029284647257,-0.6725799095263877,-0.10110924303957028,-0.17425359563025933,-0.5425071566722361,-0.2856354974141968,0.23444618772273135,-0.42330973723008425,-0.12984061040403894,-0.09783300302382623,0.16105346822734334,-0.4182049785992484,-0.13597937829632709,0.8652883273534872,23.0,24.0,EU,0,0
ALB,0,0.14623901641065987,-0.06826318157545448,-0.3839471554447186,0.1382933567104267,-0.656309808612445,-0.13615408833748965,-0.14619951853358223,-0.702343689051761,-0.21000153244384662,0.2379610280693846,-0.4713158871316378,-0.12979260039391885,-0.09783225546225857,0.16213788007154414,-0.33182604500036,0.10952863646901549,1.055993162076697,24.0,25.0,EU,0,0
ALB,0,0.15913168047283494,-0.25452226808004424,-0.3932993768186279,-0.005038079467786788,-0.6070792881500834,-0.257301037393488,-0.1974003875092616,-0.7463608891316064,-0.27046193318012685,0.2036447391219754,-0.5362762394971159,-0.12976306277025204,-0.09783179553333543,0.16280505237318915,-0.4586329406140711,0.17885765473729906,1.0422630781433502,25.0,26.0,EU,0,0
ALB,0,0.16880862644655992,-0.3230757074752056,-0.39395062321764246,-0.025062483297873098,-0.6315915955602333,-0.24625621412001353,-0.17817136430093128,-0.7181268008560386,-0.3202973488643672,0.21436619120465542,-0.5339768102218633,-0.132138209643225,-0.09783128441867757,0.16354647463552766,-0.4956035183811771,0.22526903216776192,1.090897238953219,26.0,27.0,EU,0,0
ALB,0,0.1849275742148515,-0.1955477646200226,-0.4155837712835988,-0.017335205870559353,-0.54872674214822,-0.3663623201062008,-0.13520425543564377,-0.5659070983015843,-0.08556659769606527,0.22683733987694765,-0.35377973303681043,-0.13247312056562696,-0.09784003267213034,0.16438599175980675,-0.5565464723328292,0.29859205787980636,1.0777892580139934,27.0,28.0,EU,0,0
ALB,0,0.20530793466200403,-0.1221978140958413,-0.4446696946845266,-0.10394059778069765,-0.5133325783770377,-0.346647125055475,-0.1794488144743907,-0.495906347347448,0.011678013643439821,0.1909404601728306,-0.34414471527933754,-0.13242882213278362,-0.097839243862701,0.16556969445536626,-0.5202206794884466,0.1734714221318717,1.0964064839873393,28.0,29.0,EU,0,0
ALB,0,0.23335794828312975,0.05879310985741303,-0.39205636656181264,-0.06168794711325345,-0.484235751401451,-0.39474582678079,-0.20962348642463846,-0.4212492702360988,0.014700693802479431,0.1933330434805637,-0.3447829621889633,-0.13240444609948684,-0.09783880980569988,0.16622104879159086,-0.5966538318316446,-0.023642249798288724,1.0960654108991998,29.0,30.0,EU,0,0
ALB,0,0.264708895779394,0.13923724834546566,-0.3123321267309064,-0.03589724153713097,-0.3945358866966125,-0.4553684983026336,-0.1671880459374762,-0.43445585727706715,0.08623096437908499,0.22789597897632563,-0.4176754403457054,-0.13239040595253662,-0.09783855979684872,0.1665962169120933,-0.5960372855487329,-0.15617320447216745,1.1207379399721302,30.0,31.0,EU,0,0
ALB,0,0.29904202807585156,0.17508565735460868,-0.31226694354221046,-0.08107640695051518,-0.40962459436396353,-0.3841205302924776,-0.1853420262599694,-0.5393125614898238,0.11769644290908819,0.27404357866095136,-0.4082641740906355,-0.13235267691112496,-0.09783788796667967,0.16760437826574176,-0.5960372855487329,-0.17297795422037593,1.133418491997086,31.0,32.0,EU,0,0
ALB,0,0.3194789045772559,-0.14377019628287702,-0.3204997783299335,-0.08957890032334746,-0.3636719724568563,-0.4351561156986757,-0.16831255332837472,-0.5462312662533301,-0.06098683996335872,0.2800787463249296,-0.42711401288604844,-0.13228731445242686,-0.09621285808709809,0.16935093482730215,-0.5960372855487329,-0.13061235832374066,1.1689733042580546,32.0,33.0,EU,0,0
ALB,0,0.29513180833911606,-1.063323268827378,-0.5850351087518822,-0.3410467123845374,-0.36493970098407946,-0.4824273431950736,-0.15096280977838572,-0.5462312662533301,-0.06098683996335872,0.2800787463249296,-0.42711401288604844,-0.13388289148244464,-0.09620193026240521,0.1717168883169202,-0.5960372855487329,0.582465937286335,1.1711403008856491,33.0,34.0,EU,0,0
ARE,0,1.9988887752627675,0.06985493862746373,0.22869882415842355,-0.228525146780306,-0.6619992889631557,2.199991658724847,-0.056941988789936775,-0.016738627051141364,0.789184946768592,0.7068326612004681,0.6727325462660106,5.3198859318798775,1.6904569233674485,-0.24150567663757,0.6536112473348887,-0.009109116258817293,-0.6863779695372428,0.0,1.0,AS,0,0
ARE,0,1.9988887752627675,-0.920888277420741,0.22869882415842355,-0.228525146780306,-0.5483294448783026,2.0710356465683057,-0.05354857889483158,-0.016738627051141364,0.789184946768592,0.7068326612004681,0.6727325462660106,15.043243275766471,3.1588266041454824,-0.24150567663757,0.6536112473348887,0.017710289717324176,-0.6863779695372428,1.0,2.0,AS,0,0
ARE,0,1.9988887752627675,1.5484701976010122,0.22869882415842355,-0.228525146780306,-0.6934154377192967,2.230614686498586,-0.05717743327536698,-0.016738627051141364,0.789184946768592,0.7068326612004681,0.6727325462660106,14.126290178564503,2.932379956614119,-0.24150567663757,0.6536112473348887,-0.03203302465471336,-0.6863779695372428,2.0,3.0,AS,0,0
ARE,0,1.9988887752627675,2.537431139014747,0.22869882415842355,-0.228525146780306,-0.9536153965553896,2.5265663851335414,-0.14933507460084597,-0.016738627051141364,0.789184946768592,0.7068326612004681,0.6727325462660106,13.31265686808475,2.7494985393918197,-0.24150567663757,0.6536112473348887,-0.06631973858959112,-0.5996936771847696,3.0,4.0,AS,0,0
ARE,0,1.9604902291645658,-0.3465091884346911,0.22869882415842355,-0.228525146780306,-0.11575347307263707,1.5885957463645444,-0.0854878483564497,-0.016738627051141364,0.789184946768592,0.7068326612004681,0.6727325462660106,12.586629571616266,2.590673712170475,-0.24150567663757,0.6536112473348887,0.02827028212355466,-0.5437075433853747,4.0,5.0,AS,0,0
ARE,0,1.9445801897169983,0.06374017753954807,0.22869882415842355,-0.228525146780306,-0.7220866878954956,2.247719508022633,-0.12233919105333564,-0.016738627051141364,0.789184946768592,0.7068326612004681,0.6727325462660106,11.937660725088303,2.4396404290913516,-0.24150567663757,0.6536112473348887,0.02046951638465299,-0.5210303687739222,5.0,6.0,AS,0,0
