id,event,log_gdp_pc_ppp,g_gdp,exports_share,imports_share,services_share,industry_share,emission_intensity,control_corruption,government_effectiveness,regulatory_quality,rule_of_law,reserves_oil,reserves_gas,reserves_coal,exposure_pm25,g_debt,government_expenditure,belief,polity2,welfare,spatial_lag,start,stop,region,kyoto,eu
AFG,0,-1.6204946565948395,0.47883560405448133,0.18362553559467348,-0.0728681096075789,-1.2061823118354957,0.18759151429222282,-0.30843819803455286,-1.1581622263852616,-2.0180863989899342,-1.983672353091258,-1.6943737658859725,-0.1476630537149045,-0.0929668938855109,-0.23348822635804833,2.1984287638885927,0.16357022669438037,-0.38018842497949196,-1.9934898587561396,-1.7294589540590282,-0.6161977141845748,-0.4322635983556745,11.0,12.0,AS,0,0
AFG,0,-1.6149827377814934,0.41697747874474106,0.2123273166807684,-0.06603589787322921,-1.16795107807872,0.1355085428480385,-0.3239192568375449,-1.7114296586258662,-1.789731332983504,-1.931161628944428,-1.8134368014493205,-0.1476630537149045,-0.09317242542821809,-0.2338085918648658,2.180287161557838,-0.10651352649870557,-0.4769390125218846,-1.9934898587561396,-1.7294589540590282,-0.6602962041381419,-0.4320860723772927,12.0,13.0,AS,0,0
AFG,0,-1.6247504680957263,-0.34724061732507416,0.17567549665184298,-0.0692390841406829,-1.1732555668347588,0.12286579712343718,-0.3579260391399928,-1.2673088556616616,-2.1093370535316494,-2.004703204322507,-1.7337762917381692,-0.1476630537149045,-0.09324320950016807,-0.23391892420016658,2.2084546196391273,-0.04116641989273155,-0.4439486366452201,-1.9934898587561396,-1.7294589540590282,-0.6943687705343377,-0.373515844108586,13.0,14.0,AS,0,0
AFG,0,-1.6181928252128717,-0.09431388548825109,0.2092203321403524,-0.05981385064931309,-1.1570495021848104,0.11006344747821371,-0.34662661624227165,-1.7075862544075424,-1.7506714704279174,-1.9081389364642831,-1.8049814313662753,-0.1476630537149045,-0.09327921622269635,-0.23397504849018877,2.1745338812553663,-0.02387946552450023,-0.49884732752297084,-1.9934898587561396,-1.8230534333479462,-0.694300293856219,-0.3764793577699038,14.0,15.0,AS,0,0
AFG,0,-1.6068709021838943,1.2991789838079626,0.21421231591626755,-0.07230673721634318,-1.151920690894247,-0.18521159319814923,-0.39930661174140075,-1.2368001752085598,-1.4765747019770785,-1.7177951986810722,-1.6310990169468218,-0.1476630537149045,-0.09358096721077144,-0.23444539288090382,2.0885615414278447,4.706212382177487,-0.28156335300598384,-1.9934898587561396,-2.217039519508069,-0.7509849483745339,-0.3747729657310071,15.0,16.0,AS,0,0
AFG,0,-1.5994757738508543,0.5253649428288982,0.2257617915338542,-0.0026628177091546643,-1.06515537090797,-0.2658667911134176,-0.3870570864624832,-1.3203535914453988,-1.0137047104383035,-1.3657639447254395,-1.5194720438119242,-0.1476630537149045,-0.09390997994355407,-0.234958230616168,2.102776160612368,-4.905661694548407,-0.7565083470905212,-1.9934898587561396,-2.217039519508069,-0.8639956868355847,-0.362554839041193,16.0,17.0,AS,0,0
AFG,0,-1.6197432865273507,-0.20884280849426387,0.1035441500359347,-0.09116840257804003,-0.8192698622161897,-0.007896025270272253,-0.39534134822757666,-1.3148634774924306,-0.8340452534899124,-1.4370836320412097,-1.65621160334365,-0.1476630537149045,-0.09407198755979547,-0.23521075463949714,2.134471245087341,-1.6713408488928474,-0.5842581531014208,-1.9934898587561396,-1.7573183988953331,-0.9496546236844983,-0.31740802814641633,17.0,18.0,AS,0,0
AFG,0,-1.563113439589464,0.7626497785082746,0.12030721351678254,-0.007798983508672464,-0.9603257574257493,0.03504934788603433,-0.37958194436006115,-1.4085680296131469,-1.1360672913297376,-1.5607172092435628,-1.6195016199995025,-0.1476630537149045,-0.09421387342872968,-0.23543191455350654,2.184805530775913,-2.515044500569145,-0.7768705637530934,-1.9934898587561396,-2.217039519508069,-0.9587598159487674,-0.2530444169925646,18.0,19.0,AS,0,0
AFG,0,-1.5544650111605665,0.18144139634317577,0.20425677416714394,0.06825633355334655,-0.9051110734905347,0.13767258741450805,-0.3693338489940421,-1.398353044113778,-1.3453558240807857,-1.589422393894601,-1.8146403465369523,-0.1476630537149045,-0.0962570885517578,-0.2356782155417695,2.5034488936192814,-11.928147255152071,-1.563863643719599,-1.9934898587561396,1.0334975834855369,-1.078448571971795,-0.26039682805078795,19.0,20.0,AS,0,0
AFG,0,-1.4650498011935627,1.019647114625534,-0.2535688298053495,-0.09562968558306999,-0.8740132420778117,0.040195839755421715,-0.3383342115256979,-1.545532125698632,-1.3196221269704258,-1.6085588702831604,-1.7826551932778008,-0.1476630537149045,-0.09629002790723282,-0.2357817819755487,2.3832225863396976,-0.18956696619297658,-1.1369111923892676,-1.9934898587561396,1.0334975834855369,-0.9680628405357038,-0.2453143879338116,20.0,21.0,AS,0,0
AFG,0,-1.4502430040096315,0.03966857502297037,-0.25010803854567143,-0.10762458964274407,-0.5309393739694594,0.04264546889885639,-0.23233291942632558,-1.5940921407285646,-1.408039224111082,-1.545876216059097,-1.815776710153921,-0.1476630537149045,-0.0963261176106758,-0.23589525359112337,2.4396227630069225,-0.07457259805119507,-1.0939449944598971,-1.9934898587561396,1.0334975834855369,-0.9011428303179471,-0.168973128483347,21.0,22.0,AS,0,0
AFG,0,-1.3234352352656775,1.768309976098324,-0.3111057839963395,-0.01494262903774104,-0.5420325139641086,-0.3255727310445409,-0.18247359439582184,-1.495467356297629,-1.3964170623617846,-1.5954477280716721,-1.7992817863838464,-0.1476630537149045,-0.09638854692105436,-0.23609154100919705,2.2528850527802295,-0.18708314497998046,-1.12011673013115,-1.9934898587561396,1.0334975834855369,-0.9290004422506569,-0.154206652292881,22.0,23.0,AS,0,0
AFG,0,-1.2390834804478694,1.0727094480315154,-0.3001810064693826,-0.02219180683902006,-0.2982362094428423,-0.3802864005313562,-0.14257411014410093,-1.5916487017118297,-1.3685620108714256,-1.4624654345240558,-1.797701754352192,-0.1476630537149045,-0.09643768162555152,-0.23624602812790904,2.2275694734401728,-0.5603605779820058,-1.032463830446517,-1.9934898587561396,1.0334975834855369,-0.3380246047357628,-0.10443706296407297,23.0,24.0,AS,0,0
AFG,0,-1.2652421548086623,-0.3066060559086175,-0.3042526115957639,-0.07551387727219293,-0.24341010710543273,-0.2637105105252456,0.06727665182314556,-1.537763438154005,-1.3626555882268894,-1.4697279882013645,-1.8465491697462655,-0.1476630537149045,-0.09649827627203776,-0.23643654707863498,2.3216345125910594,-0.017110369364707955,-1.0001309602084252,-1.9934898587561396,1.0334975834855369,-0.6393005640488327,-0.04294405889601737,24.0,25.0,AS,0,0
AFG,0,-1.2017325585578431,0.91334542059164,-0.2651349717321367,0.0651530307343934,-0.18421545128729888,-0.3798178129627334,-0.07744125975576109,-1.3859624067910057,-1.2784230413665998,-1.1430606741370086,-1.6047098104664468,-0.1476630537149045,-0.09656269507810135,-0.23663908977918602,2.273567650757629,-0.05259801274250318,-1.214802713377263,-1.9934898587561396,-0.6934088520406815,-0.9420336007971915,-0.00854220065290985,25.0,26.0,AS,0,0
AFG,0,-1.1858426141174054,0.20552596059476907,-0.2755926835831916,0.0772616906541642,-0.043143633781530556,-0.43214691422859536,-0.16318049198076517,-1.4020420271222729,-1.3020582661217337,-1.1430785367285774,-1.5609621965272005,-0.1476630537149045,-0.09661543525594295,-0.23680491306434642,1.9981148595747833,0.005055201472910226,-1.2326043469991808,-1.9934898587561396,-1.3206223570454052,-1.010384199250574,0.29412185966442167,26.0,27.0,AS,0,0
AFG,0,-1.1936122367998,-0.079144271960117,-0.30461601360044105,0.03260401973796829,-0.022477857422604577,-0.37454558419705886,-0.2016181341543519,-1.3239196401195885,-1.2510180030301103,-1.0726106129897188,-1.4162537797923476,-0.1476630537149045,-0.09666913098369642,-0.23697374074638236,1.8587203173228655,0.1123989613851562,-1.0782502076548428,-1.9934898587561396,-0.7542978231609463,-0.8049047067667631,0.30167497137079613,27.0,28.0,AS,0,0
AFG,0,-1.2070796787383762,-0.20516129029614222,-0.28530748495662867,0.03110360166130673,-0.006083990232691611,-0.3089231182283914,-0.19386658262265521,-1.3117310344159845,-1.2429825986639842,-0.9590318885814352,-1.4719670831693836,-0.1476630537149045,-0.09671342660578713,-0.23711301304074905,1.991365899877773,0.02513373897505063,-1.185779873167756,-1.9934898587561396,-0.7542978231609463,-1.0739300831542098,0.3619650812514304,28.0,29.0,AS,0,0
AFG,0,-1.2098557955099083,-0.12509106433459014,-0.42339284576596203,0.10247764200697669,0.38211318708277076,-1.1642386619326812,-0.24975200689607485,-1.4874203987869774,-1.1508776818640762,-1.269574829263928,-1.4663854482749517,-0.1476630537149045,-0.09674903158661302,-0.23722496061336354,1.6976234903382397,-0.05098540337810461,-1.2215843345403272,-1.9934898587561396,-0.7542978231609463,-0.9053804771985751,0.3613298157395418,29.0,30.0,AS,0,0
AFG,0,-1.2118907161421015,-0.0868187612218286,-0.43152551840702025,0.10526436261003609,0.33555530392010824,-1.1946832096115416,-0.18034971901355773,-1.4788521615796981,-1.2540822875142976,-1.2804230631645708,-1.5346073385692527,-0.1476630537149045,-0.09678750437023488,-0.23734592500200488,1.7345223364004565,-0.032959691263863534,-1.252052199322635,-1.9934898587561396,-0.7542978231609463,-1.0116467458066027,0.3900677568323045,30.0,31.0,AS,0,0
AFG,0,-1.2255387831089255,-0.23110114161517967,-0.3824871970324238,0.09440833231298279,0.4125769099642148,-0.9499599635826178,-0.1757179972430534,-1.459290354755783,-1.3710428037239006,-1.0839007109975896,-1.6284255569512325,-0.1476630537149045,-0.09682513058359918,-0.2374642276426777,1.971418507291637,-0.04425076813235506,-1.3278163636046045,-1.9934898587561396,-0.7542978231609463,-1.1450400407786026,0.40367112807383015,31.0,32.0,AS,0,0
AFG,0,-1.2180975671308343,0.038344258045690915,-0.3688863584932371,0.1055830497166088,0.1439864819319204,-0.9007371742258568,-0.17113377662513388,-1.3680349595278158,-1.3773258263594932,-1.0748415566630203,-1.6718439975505508,-0.1476630537149045,-0.09686197792063195,-0.2375800813755669,1.9455020618207257,-0.08591608823267284,-1.3716147906534166,-1.9934898587561396,-1.2708477540609584,-1.1824715902760832,0.48348619786466684,32.0,33.0,AS,0,0
AFG,0,-1.2622870203407546,-0.5815029808024099,-0.4655986933381039,-0.03210322793166425,0.09137228842507529,-0.9026751710079994,-0.25104588100531744,-1.0485947434252574,-0.6569424595759454,-0.8018177043402988,-1.4215187678362176,-0.1476630537149045,-0.0969005093255067,-0.23770123007850394,1.957521590264884,0.07801834017209755,-1.278654139049462,-1.9934898587561396,1.0334975834855369,-1.3936119996519096,0.4839539900367234,33.0,34.0,AS,0,0
AGO,0,-0.4486535636690788,0.055283249224387605,0.4394747726772651,-0.0005064591134482921,-1.604176792076057,3.1655636418869775,-0.06303180925733212,-1.3893934390579246,-0.15521401858218933,-1.516021591655796,-1.6476402968856505,-0.11964221999941757,-0.0935749150670114,-0.24150567663757,0.5494059718931644,-0.5734874729484787,0.15338436012309645,-0.5029403445403888,-1.7294589540590282,-0.2060935045851382,-0.6863779695372428,0.0,1.0,AF,0,0
AGO,0,-0.43566210084176343,0.25779886429815935,0.39792131214886445,-0.04487715130589263,-1.574562922499358,3.1278761186006405,-0.0747257596869619,-1.3942113584001419,-0.1923334088875011,-1.4987570020344347,-1.6278312613364005,-0.1205794152526679,-0.09382254222262999,-0.24150567663757,0.542898495550109,-0.25421335986498883,0.10167216584688768,-0.505307185531001,-1.7294589540590282,-0.2538127604325616,-0.6863779695372428,1.0,2.0,AF,0,0
AGO,0,-0.4448963835473227,-0.3446847970125993,0.4776559946633869,0.07654980244261801,-1.5307329970977492,2.8707627970237146,-0.07057415984247256,-1.3886561552377483,-0.21382918782485172,-1.4993932722321104,-1.643135046628894,-0.10153598083512293,-0.09363491398802817,-0.24150567663757,0.5426641905657561,0.8216525209239016,0.23575056483808157,-0.5856477287446498,-1.7294589540590282,-0.1532860208630088,-0.6863779695372428,2.0,3.0,AF,0,0
AGO,0,-0.4005794821556431,-0.6902756248330175,0.6327550616155353,-0.025596222972393518,-1.6849987729915554,3.096493167703153,-0.16239556094216173,-1.2918139159141164,-0.28829619201676854,-1.429332962903391,-1.624728061695207,-0.10305347499974596,-0.09332653576843682,-0.24150567663757,0.5240443321190991,-0.7841435378376951,0.2857341769957242,-0.5933449791169801,-1.7294589540590282,0.04577807930114777,-0.6182086785966371,3.0,4.0,AF,0,0
AGO,0,-0.4193298717713971,-0.2506850855218008,0.6005393994619922,-0.03135352777919171,-1.4518880929490832,2.911619351317699,-0.1504210823391477,-1.2961217271682604,-0.2948481884849261,-1.4308150139776734,-1.619191153968377,-0.10344688226822035,-0.09414410816665582,-0.24150567663757,0.5394503563679571,0.28033923695194,0.2238454819247766,-0.39416174855685415,-1.2418783886099871,0.07859298985066153,-0.5685701877350614,4.0,5.0,AF,0,0
AGO,0,-0.49357696216381164,-0.9266444563230891,0.5666898966551327,-0.038262251431140835,-1.1242882292669985,2.667188426447145,-0.12049662267250479,-1.2824976130770225,-0.22292965403128245,-1.4600696542430902,-1.6281321861315095,-0.11014001415007496,-0.09427089999961577,-0.24150567663757,0.5309910987164934,0.876801343774201,0.11650767537246842,-0.09937073755900634,-0.5917709680112659,0.23631762164529524,-0.5397670570862636,5.0,6.0,AF,0,0
AGO,0,-0.738677119729089,-2.7225480661321195,0.5826936075116415,0.04993014938450873,-1.2469256881560038,2.8013893186819683,-0.008826769614761993,-1.2393716307328992,0.01285847098054583,-1.5510196146236137,-1.6855846119109847,-0.11766979570504278,-0.09439039237689,-0.24150567663757,0.5231149301110006,2.532625053279101,-0.0031212413831466705,-0.14169217376034499,-0.7542978231609463,0.3316372030360141,-0.5444608501558843,6.0,7.0,AF,0,0
AGO,0,-0.7536472308808698,-0.2162415929603445,0.5962927778268492,0.00579510681520437,-1.4634315300505598,3.1103518223571265,-0.03911708648921569,-1.2113339642972734,0.009153180197030765,-1.5304954296189295,-1.6744840716265166,-0.11861393058391188,-0.09450749529153642,-0.24150567663757,0.5183741766467084,-0.08487697762822059,-0.03722424349991501,-0.20460584137132748,-0.9168246783106265,0.12460598001934182,-0.5476202102940295,7.0,8.0,AF,0,0
AGO,0,-0.6680038389107841,1.1358114095658556,0.9127125783248784,0.5436118867784082,-1.3591370480828975,2.4910385401548565,-0.04771069128872539,-1.2554269555831503,-0.1416340388533775,-1.5069915293372742,-1.7314454927585867,-0.04624163351689544,-0.09462409458964857,-0.24150567663757,0.4740457562540234,5.825832244316443,0.6625126490469324,-0.4806989634417474,-1.0793515334603068,0.28392589178570793,-0.5458545106687166,8.0,9.0,AF,0,0
AGO,0,-0.5928934575042698,0.9917413093990474,0.7664612161760114,0.5243228943602021,-1.8896057362012477,3.0439338467375325,-0.019968275659828498,-1.1456343600381484,-0.8015235083888658,-1.351984365534719,-1.5925962315570954,-0.04956348321053576,-0.09473828512251523,-0.24150567663757,0.5212426541855936,-3.947849744413762,0.11408427865482915,-0.7709856196954034,-1.2418783886099871,0.28675218956034404,-0.4972556859454823,9.0,10.0,AF,0,0
AGO,0,-0.5633475434889834,0.3711628174027629,0.708051232504382,0.4749674365696867,-1.5483669008190304,2.5257116604932337,-0.031193990773278942,-1.3366775956836292,-0.355417229611912,-1.4984260824951976,-1.6753530086074244,-0.05278129696165816,-0.09503010025191097,-0.24150567663757,0.512387897465277,-1.588663749249432,0.2341821239195254,-0.762013392726505,-1.5669320989093478,-0.12013584977580125,-0.5033253974503946,10.0,11.0,AF,0,0
AGO,0,-0.552886117048956,0.1154990442979767,0.6600994030472579,0.4386441859714559,-1.4349318932025052,2.114794851745377,-0.03468690480950788,-1.3725711411657484,-1.2609211526683346,-1.6098769415136571,-1.659655996842607,-0.055845673957202385,-0.0951294710313785,-0.24150567663757,0.5034737526941101,1.9517126979175978,0.18301969489772033,-0.8221755381264635,-1.5669320989093478,-0.7275608309522703,-0.5016019145548203,11.0,12.0,AF,0,0
AGO,0,-0.5614485351960822,-0.1328926684587444,0.603081963860016,0.4277403576677081,-2.168623426181783,3.4032146365209908,-0.019125154854167166,-1.3578282146542477,-0.4500712494321391,-1.4966076323172082,-1.6461631782389663,-0.05876083290830752,-0.09535994827671612,-0.24150567663757,0.4937552312390363,0.7212026504510668,1.2353642345589388,-0.932592098090492,-1.5669320989093478,0.21438948863884405,-0.4983363638829313,12.0,13.0,AF,0,0
AGO,0,-0.5633336407582101,-0.04647472330272801,1.0383164987976878,0.334515443297015,-2.086798806324934,3.359600998597648,-0.06941242229495811,-1.4839258235629655,-1.3758337276607522,-1.7129835805942806,-1.623927808764506,-0.061598648958294366,-0.09544774814894737,-0.24150567663757,0.5083593992411877,-0.25918828223751794,0.5590591289205517,-0.857671053434602,-1.5669320989093478,0.06531022832672838,-0.4674363631162709,13.0,14.0,AF,0,0
AGO,0,-0.5566439572643093,0.06748183343684475,0.7140174944614683,0.6413719421080538,-1.7683859624220066,2.8284500025564836,-0.09313374875421707,-1.2853957980291295,-0.4789202539310493,-1.4175830233290034,-1.6016543455981087,-0.06438011289165332,-0.0955338045295101,-0.24150567663757,0.48218478637752477,-1.3315111477243162,0.17989642265125505,-0.860085653201481,-1.5669320989093478,-0.2044328215425821,-0.46870301030840006,14.0,15.0,AF,0,0
AGO,0,-0.4807178066522206,1.0037487824683977,0.29882558121042113,-0.037317643828822085,-1.0341169483499062,2.1821876365452457,-0.14400834488528466,-1.1608124619178435,-1.162789682593832,-1.3969369874221653,-1.580059020871141,-0.06711190099951664,-0.09561832397777892,-0.24150567663757,0.474062259440684,-2.5903258631286485,-0.005045932195778669,-0.5680375285338718,-0.9168246783106265,0.1388795912417763,-0.4780732497694292,15.0,16.0,AF,0,0
AGO,0,-0.4844616197290978,-0.05287086666260485,0.236137024239594,-0.002703171122227734,-0.8144346284510441,1.9650944230485163,-0.12543622059436343,-1.2914049381648378,-1.084298617116173,-1.1609477092521516,-1.4885402452405423,-0.06981497583307235,-0.09570195505915884,-0.24150567663757,0.46165962951404926,-1.0297145187595547,0.18671952160209213,-0.5167759926571736,-0.9168246783106265,-0.008961304490395507,-0.47044383643313675,16.0,17.0,AF,0,0
AGO,0,-0.42928772359146106,0.7349651785586414,0.3282085320733351,-0.11392041937569793,-0.8704727473667263,2.0761016442406324,-0.15312227702059522,-1.2846330670053532,-1.2349834241704152,-1.1979843826654306,-1.4645621142094374,-0.07249733042591883,-0.09578494507203579,-0.24150567663757,0.4510060968293764,-0.6709334760233101,-0.0907500893062082,-0.45089416770716545,-0.9168246783106265,-0.25183343815753256,-0.43822312595857216,17.0,18.0,AF,0,0
AGO,0,-0.3455829523202783,1.1387806370979048,0.49030054874862455,-0.21890669039868144,-1.193801256813459,2.499609695349063,-0.2234908311065798,-1.268032166977458,-1.0658232889473556,-1.2038668161099513,-1.3990919222118101,-0.075124461269516,-0.09586622650407352,-0.24150567663757,0.4361865533392571,-0.9311810791788887,-0.2885221005000117,-0.4029088201455503,-0.9168246783106265,-0.3010078551145032,-0.3958250301064705,18.0,19.0,AF,0,0
AGO,0,-0.286773013782175,0.7943498042400202,0.44360937516011284,-0.4704586609969269,-1.0844687061283829,2.331392298368663,-0.2386651404305413,-1.1955314050760684,-1.2873403571041864,-1.0864541214555277,-1.2775868865022026,-0.07768381581032788,-0.09594541098880388,-0.24150567663757,0.4323753598684763,-0.962537958050614,-0.04241381312524692,-0.4229716696047669,-0.9168246783106265,-0.01891369873152372,-0.3984601727748614,19.0,20.0,AF,0,0
AGO,0,-0.21086289014534212,1.0378267738690894,0.5442755515795421,-0.2420222830704962,-1.2551602649867761,2.608313686600901,-0.2611110475237907,-1.2618892621795355,-1.1318560453538027,-0.984687176742563,-1.3401679861134472,-0.04791719532387003,-0.09553308295253116,-0.24150567663757,0.43681133916770054,0.14614007141051205,0.41178771737153735,-0.4941324543541657,-0.9168246783106265,-0.014940097872701435,-0.3714026672337143,20.0,21.0,AF,0,0
AGO,0,-0.1554199525052822,0.7567395404401103,0.6479206104995707,-0.020227848078875194,-1.273515809831557,2.4888113020902307,-0.2575036035156819,-1.2570557509888647,-0.9943741665935943,-1.0229356859733247,-1.3411965335350193,-0.03907289048971795,-0.08627171645710642,-0.24150567663757,0.41343343209394995,0.6676449674369994,1.2893019604575768,-0.6533545865119532,-0.9168246783106265,0.43381989629846873,-0.315250661112787,21.0,22.0,AF,0,0
AGO,0,-0.17815738160615724,-0.2636862904530139,0.33675877830557366,0.35552713869546543,-0.2907716647464559,1.3002976349470925,-0.23943826392942769,-1.3714456725702864,-0.8972593258114029,-0.9910923260245703,-1.2112951923431898,-0.04295256925659195,-0.08670100379542828,-0.24150567663757,0.39702515377240793,1.616316666757363,0.8269900657435271,-0.5367116262422525,-0.9168246783106265,-0.1656566651782734,-0.2953446550537292,22.0,23.0,AF,0,0
AGO,0,-0.17005670432864511,0.13221121906485103,0.399949960593544,-0.1804190847102884,-0.7672146316703171,1.9101710048515348,-0.22404004620988394,-1.2962317785001587,-1.047463324320102,-0.9952815738156496,-1.2441667283060898,-0.04165830433556516,-0.08703853351315692,-0.24150567663757,0.3666396707969927,-1.2489193553046067,0.48820339428332266,-0.5368718733499499,-0.9168246783106265,0.325500345828599,-0.27179527875671744,23.0,24.0,AF,0,0
AGO,0,-0.17284277183373148,-0.005363165344471011,0.38014371717801065,-0.2633939639620373,-0.9557620616842615,2.1785716661701375,-0.22223899805904385,-1.3139162160327449,-1.0814621994620173,-1.0534261896448431,-1.2442564161146499,-0.04556885185493036,-0.08595853080159155,-0.24150567663757,0.3262334487906125,-0.4988995466669993,0.36792329178426636,-0.5119241757790601,-0.9168246783106265,0.14669366680734525,-0.23722515725550683,24.0,25.0,AF,0,0
AGO,0,-0.13729074171218403,0.49643692856302063,0.2728563855794187,-0.3510563655335251,-0.9202742234454692,2.2439979206801937,-0.24788745915777952,-1.2417756803202498,-0.9251738705661716,-0.9330907049415669,-1.2482322575856064,-0.0493350457905276,-0.08639932157406352,-0.24150567663757,0.3446485386585353,-0.19081175806717088,0.35627460527603383,-0.4762335369086021,-0.9168246783106265,0.0711319286279387,-0.21788910659136296,25.0,26.0,AF,0,0
AGO,0,-0.1285083474079121,0.14111891292932505,0.1550615664170313,-0.3458543911628803,-0.7069930418462922,1.9831332705548756,-0.2263704307475355,-1.2809555197488867,-1.1478343725692643,-1.0124813692235934,-1.2466636750614277,-0.043268669652692146,-0.08479023332050134,-0.24150567663757,0.41849972156589943,0.41559439093137485,0.3466594733851104,-0.5097336943842641,-0.9168246783106265,-0.038215062355882304,-0.16108348852316373,26.0,27.0,AF,0,0
