iso,year,price_first_proximity_gdp_igo
MKD,2020,0.16453132184650243
MKD,2021,0.16442393346942918
WSM,1985,0.0
WSM,1986,0.0
WSM,1987,0.0
WSM,1988,0.0
WSM,1989,0.0
WSM,1990,0.007101112464883564
WSM,1991,0.01363158570664079
WSM,1992,0.01638033038498251
WSM,1993,0.015996908636065437
WSM,1994,0.015827811178551407
WSM,1995,0.01620728562672465
WSM,1996,0.020556863018657386
WSM,1997,0.02102306431900276
WSM,1998,0.020952275616239864
WSM,1999,0.018312511186120272
WSM,2000,0.020339957147760993
WSM,2001,0.01986524090639452
WSM,2002,0.020385063454391845
WSM,2003,0.02139475292594756
WSM,2004,0.02495930227721856
WSM,2005,0.02876697796071725
WSM,2006,0.028679642633702443
WSM,2007,0.03295179358288526
WSM,2008,0.05339866704917563
WSM,2009,0.05754960161473986
WSM,2010,0.06511638414949479
WSM,2011,0.06745473276427764
WSM,2012,0.07973681228696697
WSM,2013,0.08995201802571748
WSM,2014,0.09514705561340511
WSM,2015,0.10239310199981372
WSM,2016,0.10232796609436252
WSM,2017,0.11040601984479947
WSM,2018,0.1149543437061755
WSM,2019,0.1260860666801651
WSM,2020,0.12615927896487722
WSM,2021,0.12626829362101324
LCA,1985,0.0
LCA,1986,0.0
LCA,1987,0.0
LCA,1988,0.0
LCA,1989,0.0
LCA,1990,0.0015529891050472724
LCA,1991,0.0028988563806525702
LCA,1992,0.003841166355059875
LCA,1993,0.004660154958844305
LCA,1994,0.004390806816702128
LCA,1995,0.004480282779188377
LCA,1996,0.005575010294345191
LCA,1997,0.00574069054297191
LCA,1998,0.00571418365397978
LCA,1999,0.005689812263834176
LCA,2000,0.006632902599426921
LCA,2001,0.006736005571497065
LCA,2002,0.006688067134888445
LCA,2003,0.006660103384087243
LCA,2004,0.007633072943710598
LCA,2005,0.009165638780529407
LCA,2006,0.008843769689497547
LCA,2007,0.010674679951217897
LCA,2008,0.0123661747843229
LCA,2009,0.013960179367439427
LCA,2010,0.014671643737118108
LCA,2011,0.015633612781098236
LCA,2012,0.016349305622748965
LCA,2013,0.018143015418339514
LCA,2014,0.02064868729128789
LCA,2015,0.021298713847219135
LCA,2016,0.021289613628227996
LCA,2017,0.029708268658362205
LCA,2018,0.03165608041793231
LCA,2019,0.033268851356148064
LCA,2020,0.03336684273352738
LCA,2021,0.033397819016821206
BLZ,1985,0.0
BLZ,1986,0.0
BLZ,1987,0.0
BLZ,1988,0.0
BLZ,1989,0.0
BLZ,1990,0.004471473508821076
BLZ,1991,0.008161879223994912
BLZ,1992,0.00945997005356557
BLZ,1993,0.009558503838160799
BLZ,1994,0.008789541607035696
BLZ,1995,0.009438461678229315
BLZ,1996,0.01141675653034712
BLZ,1997,0.011830718570767885
BLZ,1998,0.011597078900301547
BLZ,1999,0.011211402326422742
BLZ,2000,0.013738541020847499
BLZ,2001,0.014239263101695399
BLZ,2002,0.014525519512645893
BLZ,2003,0.015066587889953839
BLZ,2004,0.01711274359076782
BLZ,2005,0.019487143870104803
BLZ,2006,0.019484800286659835
BLZ,2007,0.02460979872806787
BLZ,2008,0.028676825275885304
BLZ,2009,0.0350370846251201
BLZ,2010,0.037084415944267285
BLZ,2011,0.03894013562550659
BLZ,2012,0.03955249344442638
BLZ,2013,0.04396617356710924
BLZ,2014,0.06381770239857784
BLZ,2015,0.06568960732077726
BLZ,2016,0.06567135491002485
BLZ,2017,0.08477244206577253
BLZ,2018,0.08969911393108387
BLZ,2019,0.09278271941696199
BLZ,2020,0.09286846553633168
BLZ,2021,0.09281274904419419
NAM,1985,0.0
NAM,1986,0.0
NAM,1987,0.0
NAM,1988,0.0
NAM,1989,0.0
NAM,1990,0.005938395630769231
NAM,1991,0.009947226266097038
NAM,1992,0.011470904113590894
NAM,1993,0.011039924365276144
NAM,1994,0.010932101743150933
NAM,1995,0.011331505438447092
NAM,1996,0.01492321377685963
NAM,1997,0.015228481084116787
NAM,1998,0.015829539840809058
NAM,1999,0.01519293929759826
NAM,2000,0.017890303945588753
NAM,2001,0.018722760634770304
NAM,2002,0.01843572194784081
NAM,2003,0.018689743240451726
NAM,2004,0.02191789763601385
NAM,2005,0.025856258402685735
NAM,2006,0.025608061371625846
NAM,2007,0.027334068008358386
NAM,2008,0.032706680569149583
NAM,2009,0.034638496751137754
NAM,2010,0.03632677889209225
NAM,2011,0.03879609217646188
NAM,2012,0.04091375477251757
NAM,2013,0.04604556362759475
NAM,2014,0.04690555173453013
NAM,2015,0.04906378007743839
NAM,2016,0.04905387388296037
NAM,2017,0.05378590231577537
NAM,2018,0.05685068436654447
NAM,2019,0.1006621553810159
NAM,2020,0.1006561217394691
NAM,2021,0.1006595894287004
GRD,1985,0.0
GRD,1986,0.0
GRD,1987,0.0
GRD,1988,0.0
GRD,1989,0.0
GRD,1990,0.0018780205592048313
GRD,1991,0.0034286572531545345
GRD,1992,0.004151066124295376
GRD,1993,0.004559005454081475
GRD,1994,0.004475310506406633
GRD,1995,0.004545050490206135
GRD,1996,0.005779470723564153
GRD,1997,0.005681317465841697
GRD,1998,0.006499883568407949
GRD,1999,0.006762013543724748
GRD,2000,0.007623193567902826
GRD,2001,0.007717677843924514
GRD,2002,0.007630530024221682
GRD,2003,0.007477647468553464
GRD,2004,0.008585926040445736
GRD,2005,0.01016866356937974
GRD,2006,0.010053336251627458
GRD,2007,0.012264312359081844
GRD,2008,0.014222604402196836
GRD,2009,0.016077117486067303
GRD,2010,0.016907519575472128
GRD,2011,0.01826333383876284
GRD,2012,0.018936975337047517
GRD,2013,0.021126767356852462
GRD,2014,0.02465263281415504
GRD,2015,0.025443536292284262
GRD,2016,0.025442727024459065
GRD,2017,0.03776795258334322
GRD,2018,0.04041882397203662
GRD,2019,0.04244583391147825
GRD,2020,0.042573344044539725
GRD,2021,0.042600654995673684
YEM,1985,0.0
YEM,1986,0.0
YEM,1987,0.0
YEM,1988,0.0
YEM,1989,0.0
YEM,1990,0.008002035828047527
YEM,1991,0.013000951454457187
YEM,1992,0.014436610663761989
YEM,1993,0.014486824281780823
YEM,1994,0.015136148471156243
YEM,1995,0.014763197369333018
YEM,1996,0.01964370568536598
YEM,1997,0.01952823304373998
YEM,1998,0.01950666702770039
YEM,1999,0.019969594706789443
YEM,2000,0.024565545328646174
YEM,2001,0.024229859383328507
YEM,2002,0.02405641540477461
YEM,2003,0.023737755808619396
YEM,2004,0.027071041984777368
YEM,2005,0.030844983919241835
YEM,2006,0.030845928368817353
YEM,2007,0.03331649515911054
YEM,2008,0.03971321443838704
YEM,2009,0.04027521355923298
YEM,2010,0.04206434274415523
YEM,2011,0.04786625189496068
YEM,2012,0.0497369248016025
YEM,2013,0.05932501613232727
YEM,2014,0.06011062909733751
YEM,2015,0.06291315992965334
YEM,2016,0.0628838991490457
YEM,2017,0.06571375204652806
YEM,2018,0.06721528300827208
YEM,2019,0.07527499712601797
YEM,2020,0.07530427498511792
YEM,2021,0.07533436886862806
TUV,1985,0.0
TUV,1986,0.0
TUV,1987,0.0
TUV,1988,0.0
TUV,1989,0.0
TUV,1990,0.0
TUV,1991,0.0
TUV,1992,0.0
TUV,1993,0.0
TUV,1994,0.0
TUV,1995,0.0
TUV,1996,0.0
TUV,1997,0.0
TUV,1998,0.0
TUV,1999,0.0
TUV,2000,0.017670647502979586
TUV,2001,0.01796647588303843
TUV,2002,0.01793829920875203
TUV,2003,0.017042608567767317
TUV,2004,0.02202110187949696
TUV,2005,0.02595922407744122
TUV,2006,0.025769182147902654
TUV,2007,0.029367629411274104
TUV,2008,0.047934148991865315
TUV,2009,0.05251468073877545
TUV,2010,0.06156601589384732
TUV,2011,0.06431602423531961
TUV,2012,0.07620149036394816
TUV,2013,0.08741100510833862
TUV,2014,0.09394653331934325
TUV,2015,0.10147563126026576
TUV,2016,0.10141058950371956
TUV,2017,0.10778563034343887
TUV,2018,0.1113122792246919
TUV,2019,0.12157577369329917
TUV,2020,0.12167709733549825
TUV,2021,0.12182869733301828
CMR,1985,0.0
CMR,1986,0.0
CMR,1987,0.0
CMR,1988,0.0
CMR,1989,0.0
CMR,1990,0.008539223778712239
CMR,1991,0.014980468125577389
CMR,1992,0.017559625962462282
CMR,1993,0.016951339675067637
CMR,1994,0.016434837492922502
CMR,1995,0.016881812854865536
CMR,1996,0.019853333446507623
CMR,1997,0.019758031263458428
CMR,1998,0.019813913168290776
CMR,1999,0.01961935879163169
CMR,2000,0.02205126026860902
CMR,2001,0.021819732664778584
CMR,2002,0.020942741572654393
CMR,2003,0.02084198424169947
CMR,2004,0.022994832058896353
CMR,2005,0.028145533984154657
CMR,2006,0.027403497182644322
CMR,2007,0.02906537724972791
CMR,2008,0.03506875963006444
CMR,2009,0.036906198878500995
CMR,2010,0.03881564445992051
CMR,2011,0.04236095620774953
CMR,2012,0.043627385072263665
CMR,2013,0.050019566465693166
CMR,2014,0.051012830003701284
CMR,2015,0.053004266431889706
CMR,2016,0.053016046885588176
CMR,2017,0.056673048298239805
CMR,2018,0.05883680199674905
CMR,2019,0.06797812960984485
CMR,2020,0.06796048294860847
CMR,2021,0.06799406738159156
CRI,1985,0.0
CRI,1986,0.0
CRI,1987,0.0
CRI,1988,0.0
CRI,1989,0.0
CRI,1990,0.003893398399552884
CRI,1991,0.00804567852534752
CRI,1992,0.009565504905206756
CRI,1993,0.009653279559643608
CRI,1994,0.009517837036532459
CRI,1995,0.010452409404073017
CRI,1996,0.011993538710185516
CRI,1997,0.012031048680536465
CRI,1998,0.012504596052972007
CRI,1999,0.012542804775178275
CRI,2000,0.01411794429802907
CRI,2001,0.01385657754804058
CRI,2002,0.01401668935279232
CRI,2003,0.014002205700952144
CRI,2004,0.015380563453920085
CRI,2005,0.017788555171599666
CRI,2006,0.017618321724790904
CRI,2007,0.02170270207462488
CRI,2008,0.02554368112436735
CRI,2009,0.0307926541945042
CRI,2010,0.03279258145029125
CRI,2011,0.035528504082441716
CRI,2012,0.03686981796265006
CRI,2013,0.04080025967516771
CRI,2014,0.05630873345884121
CRI,2015,0.05799765835841193
CRI,2016,0.05797986184419458
CRI,2017,0.09558906068515781
CRI,2018,0.10294924395685325
CRI,2019,0.10565361327163314
CRI,2020,0.10577217924099182
CRI,2021,0.10570400774641144
BGD,1985,0.0
BGD,1986,0.0
BGD,1987,0.0
BGD,1988,0.0
BGD,1989,0.0
BGD,1990,0.008002103144199151
BGD,1991,0.015077175283203997
BGD,1992,0.017143875185762346
BGD,1993,0.017251631550332307
BGD,1994,0.016933850981881274
BGD,1995,0.017762468765488135
BGD,1996,0.020780319629287437
BGD,1997,0.02186351442274556
BGD,1998,0.020425679583853596
BGD,1999,0.0206052595769616
BGD,2000,0.024819168333981644
BGD,2001,0.024752332991440407
BGD,2002,0.02448871690986407
BGD,2003,0.023934549843416746
BGD,2004,0.02713723656314694
BGD,2005,0.030442369425170986
BGD,2006,0.030168483024750278
BGD,2007,0.03275728676677774
BGD,2008,0.03925375874485744
BGD,2009,0.04093054087072853
BGD,2010,0.04934271694554872
BGD,2011,0.05343566299456936
BGD,2012,0.05895918820013598
BGD,2013,0.08954551616663473
BGD,2014,0.088933159233759
BGD,2015,0.09907569912430073
BGD,2016,0.09901858521989412
BGD,2017,0.10199298190711462
BGD,2018,0.10341938107403781
BGD,2019,0.11935136404291437
BGD,2020,0.11945507570714665
BGD,2021,0.11954886178076177
KWT,1985,0.0
KWT,1986,0.0
KWT,1987,0.0
KWT,1988,0.0
KWT,1989,0.0
KWT,1990,0.009398918979153839
KWT,1991,0.015776658201856312
KWT,1992,0.01836793348954117
KWT,1993,0.018062805328909637
KWT,1994,0.017357079547499918
KWT,1995,0.01786319585423432
KWT,1996,0.021790366219287954
KWT,1997,0.02179237745427255
KWT,1998,0.021287089001206464
KWT,1999,0.021339158345873376
KWT,2000,0.025744940741594294
KWT,2001,0.026534423655612087
KWT,2002,0.02636739018890395
KWT,2003,0.026169177756334542
KWT,2004,0.029074532918407267
KWT,2005,0.032938510947719137
KWT,2006,0.032711419922156544
KWT,2007,0.03408831226801071
KWT,2008,0.039757701913557625
KWT,2009,0.04073262295391951
KWT,2010,0.043142141214020414
KWT,2011,0.04934807973512479
KWT,2012,0.05069497224541749
KWT,2013,0.059992180473342774
KWT,2014,0.06113929035597451
KWT,2015,0.06367813481579011
KWT,2016,0.06365535176893977
KWT,2017,0.0658329590714038
KWT,2018,0.06705101715764082
KWT,2019,0.07256500784615803
KWT,2020,0.07261202412861292
KWT,2021,0.0726508960266696
IRQ,1985,0.0
IRQ,1986,0.0
IRQ,1987,0.0
IRQ,1988,0.0
IRQ,1989,0.0
IRQ,1990,0.014362414471185952
IRQ,1991,0.021232311726415688
IRQ,1992,0.02267526905355411
IRQ,1993,0.021786857019962042
IRQ,1994,0.02157929914078051
IRQ,1995,0.0205223243049253
IRQ,1996,0.026500323633120996
IRQ,1997,0.02659175994836577
IRQ,1998,0.025660116592093628
IRQ,1999,0.025075938129116144
IRQ,2000,0.029665163691343536
IRQ,2001,0.03030920704083297
IRQ,2002,0.03033343350153659
IRQ,2003,0.029949226455135983
IRQ,2004,0.033809446696244354
IRQ,2005,0.03860914436974969
IRQ,2006,0.03854279600589392
IRQ,2007,0.039639368082064676
IRQ,2008,0.0463341421488742
IRQ,2009,0.045794741127161594
IRQ,2010,0.048274115559747664
IRQ,2011,0.056214765518786375
IRQ,2012,0.057644934785287996
IRQ,2013,0.07071310252149648
IRQ,2014,0.07054165359459229
IRQ,2015,0.07323363947439505
IRQ,2016,0.0732366661185644
IRQ,2017,0.07552638723587016
IRQ,2018,0.07679989247923169
IRQ,2019,0.08194886713619916
IRQ,2020,0.08201428947677265
IRQ,2021,0.0820618215054382
VNM,1985,0.0
VNM,1986,0.0
VNM,1987,0.0
VNM,1988,0.0
VNM,1989,0.0
VNM,1990,0.00984101548589921
VNM,1991,0.01460506425911217
VNM,1992,0.014529664179796935
VNM,1993,0.014295640972334175
VNM,1994,0.014866683966458787
VNM,1995,0.014485471353146378
VNM,1996,0.01657293759657133
VNM,1997,0.016188208060338598
VNM,1998,0.016656756709049245
VNM,1999,0.016503742486047707
VNM,2000,0.02018816458925794
VNM,2001,0.019968721184893092
VNM,2002,0.019095373536136703
VNM,2003,0.018947688291467264
VNM,2004,0.023064421829300297
VNM,2005,0.026001159412549983
VNM,2006,0.026562627056206673
VNM,2007,0.030182270755815574
VNM,2008,0.03659376424941549
VNM,2009,0.03880882745723086
VNM,2010,0.04856185314373714
VNM,2011,0.05160706439935602
VNM,2012,0.05821928222589877
VNM,2013,0.08585511010751115
VNM,2014,0.08688563291962999
VNM,2015,0.09957216181492994
VNM,2016,0.09950733056938317
VNM,2017,0.10238042692250879
VNM,2018,0.10367700910067236
VNM,2019,0.13167058168982443
VNM,2020,0.13172949563477862
VNM,2021,0.1318391401210022
COG,1985,0.0
COG,1986,0.0
COG,1987,0.0
COG,1988,0.0
COG,1989,0.0
COG,1990,0.006094036615108539
COG,1991,0.010619217312772307
COG,1992,0.012353260515609046
COG,1993,0.011796579178630182
COG,1994,0.011546441688739454
COG,1995,0.01171225407624455
COG,1996,0.015085937243545065
COG,1997,0.01501569649569664
COG,1998,0.014636132641221447
COG,1999,0.01584454425850945
COG,2000,0.01829210088551322
COG,2001,0.01784416204503616
COG,2002,0.01749653999660561
COG,2003,0.017806445555965545
COG,2004,0.02063340071473547
COG,2005,0.024414278412700934
COG,2006,0.02431444277673442
COG,2007,0.02571171072693216
COG,2008,0.031466094209608206
COG,2009,0.03312094080181686
COG,2010,0.034600451977672725
COG,2011,0.037783145630214045
COG,2012,0.03933286977006189
COG,2013,0.04425641703094517
COG,2014,0.04490484788572989
COG,2015,0.046662159077561244
COG,2016,0.04665847904609819
COG,2017,0.05018748455913238
COG,2018,0.052356776652973266
COG,2019,0.06140969570706575
COG,2020,0.061386794575100226
COG,2021,0.061415577669902494
FJI,1985,0.0
FJI,1986,0.0
FJI,1987,0.0
FJI,1988,0.0
FJI,1989,0.0
FJI,1990,0.007939111024710309
FJI,1991,0.014480266025516522
FJI,1992,0.01631010723505639
FJI,1993,0.016408807594378128
FJI,1994,0.01534928202283755
FJI,1995,0.015892406003829202
FJI,1996,0.019584726140357157
FJI,1997,0.019502989882404516
FJI,1998,0.01911120108243909
FJI,1999,0.018335561922543545
FJI,2000,0.021407404873454515
FJI,2001,0.021758830889962857
FJI,2002,0.022100193931014922
FJI,2003,0.02165811472245297
FJI,2004,0.02457430082543564
FJI,2005,0.027393226089661726
FJI,2006,0.027366904030826946
FJI,2007,0.03118590028799842
FJI,2008,0.05785801499046014
FJI,2009,0.06124542196601962
FJI,2010,0.06970828090685385
FJI,2011,0.07288750697582042
FJI,2012,0.09428120757484823
FJI,2013,0.10462942037532892
FJI,2014,0.10933155006882893
FJI,2015,0.11809356518109673
FJI,2016,0.11801746276824271
FJI,2017,0.12485597088388116
FJI,2018,0.12839758614488017
FJI,2019,0.1413632046933509
FJI,2020,0.14145628765939688
FJI,2021,0.14156254920840775
RUS,1985,0.0
RUS,1986,0.0
RUS,1987,0.0
RUS,1988,0.0
RUS,1989,0.0
RUS,1990,0.05436461281399958
RUS,1991,0.0924996036004186
RUS,1992,0.09200191964576858
RUS,1993,0.08681048150425087
RUS,1994,0.08411256029073122
RUS,1995,0.08251916726008739
RUS,1996,0.09790424494718782
RUS,1997,0.09764887940963593
RUS,1998,0.09987419688382117
RUS,1999,0.10004949549579904
RUS,2000,0.11379172012715649
RUS,2001,0.11439784050329324
RUS,2002,0.11269833703323887
RUS,2003,0.11173773434050549
RUS,2004,0.12193822780679747
RUS,2005,0.13484117291536843
RUS,2006,0.1318110315289888
RUS,2007,0.14069538576303114
RUS,2008,0.15768461455797808
RUS,2009,0.16476090891203432
RUS,2010,0.18113842056694776
RUS,2011,0.19638277892646244
RUS,2012,0.20074700459331382
RUS,2013,0.2508170675712782
RUS,2014,0.2542158750325928
RUS,2015,0.2732301431723451
RUS,2016,0.2731557246014084
RUS,2017,0.27887251558995557
RUS,2018,0.28173948659511927
RUS,2019,0.2924469340031592
RUS,2020,0.2926155906993748
RUS,2021,0.2926371613005686
THA,1985,0.0
THA,1986,0.0
THA,1987,0.0
THA,1988,0.0
THA,1989,0.0
THA,1990,0.009750414073844388
THA,1991,0.017860650722068185
THA,1992,0.021987988058340496
THA,1993,0.022042623698651075
THA,1994,0.021854548210478726
THA,1995,0.02101663633189136
THA,1996,0.02308232315930541
THA,1997,0.022642549020588834
THA,1998,0.022192851268696363
THA,1999,0.022278063851463904
THA,2000,0.02536091136126388
THA,2001,0.025433215589291517
THA,2002,0.02470239209663204
THA,2003,0.02445580656666576
THA,2004,0.025971033541504977
THA,2005,0.028883955285008367
THA,2006,0.028538210214682332
THA,2007,0.0309256531012604
THA,2008,0.03804168192938417
THA,2009,0.03934318056658833
THA,2010,0.050495980286912844
THA,2011,0.05451117938113446
THA,2012,0.06055871938484334
THA,2013,0.08754046635322416
THA,2014,0.0879712100182175
THA,2015,0.10075393447527287
THA,2016,0.10067906992041113
THA,2017,0.10384820825706753
THA,2018,0.10532865792685449
THA,2019,0.1384114853965183
THA,2020,0.13843400052967506
THA,2021,0.138557787785493
QAT,1985,0.0
QAT,1986,0.0
QAT,1987,0.0
QAT,1988,0.0
QAT,1989,0.0
QAT,1990,0.005204692779429469
QAT,1991,0.008459366904356024
QAT,1992,0.009880548726962767
QAT,1993,0.0098073271371494
QAT,1994,0.010092529076115344
QAT,1995,0.00971645123540667
QAT,1996,0.012775559251913506
QAT,1997,0.01385997252046551
QAT,1998,0.012753533185820462
QAT,1999,0.013328349818089604
QAT,2000,0.01674128062795513
QAT,2001,0.01685698878985225
QAT,2002,0.016809157991932694
QAT,2003,0.016521072311241853
QAT,2004,0.018813111411455422
QAT,2005,0.02199044963202204
QAT,2006,0.021791325935862135
QAT,2007,0.02272134234267753
QAT,2008,0.02615408977131485
QAT,2009,0.02669929346816176
QAT,2010,0.028324241405087765
QAT,2011,0.03277352944019414
QAT,2012,0.03440687001612242
QAT,2013,0.04207685428085142
QAT,2014,0.042421934248769486
QAT,2015,0.044351246821689484
QAT,2016,0.0443341332058959
QAT,2017,0.04592221832949304
QAT,2018,0.04679633195954913
QAT,2019,0.05107041634922865
QAT,2020,0.051109246194887485
QAT,2021,0.051144467005335106
OMN,1985,0.0
OMN,1986,0.0
OMN,1987,0.0
OMN,1988,0.0
OMN,1989,0.0
OMN,1990,0.007497465728475011
OMN,1991,0.012692506942758957
OMN,1992,0.014018428203675862
OMN,1993,0.013767007972507767
OMN,1994,0.013554430688514803
OMN,1995,0.01364748888996281
OMN,1996,0.017285636508970824
OMN,1997,0.018161461510783825
OMN,1998,0.017359566882150256
OMN,1999,0.01844975231505611
OMN,2000,0.023088201122418245
OMN,2001,0.023554537820739792
OMN,2002,0.023311040135176674
OMN,2003,0.024264353608531904
OMN,2004,0.026620055421922535
OMN,2005,0.03029674220406613
OMN,2006,0.030151463491073373
OMN,2007,0.03238617354228966
OMN,2008,0.037444674963204166
OMN,2009,0.040600176621053564
OMN,2010,0.043112408136117594
OMN,2011,0.048583644634970086
OMN,2012,0.05068306858036202
OMN,2013,0.06248047051947534
OMN,2014,0.061725528659000134
OMN,2015,0.06486455754797266
OMN,2016,0.06484785572981056
OMN,2017,0.06753825531472847
OMN,2018,0.06889340424285831
OMN,2019,0.07670768578223784
OMN,2020,0.07675269969744276
OMN,2021,0.07679357646939516
TGO,1985,0.0
TGO,1986,0.0
TGO,1987,0.0
TGO,1988,0.0
TGO,1989,0.0
TGO,1990,0.005291844106338575
TGO,1991,0.009403264292539397
TGO,1992,0.011138094275274034
TGO,1993,0.010871612570198306
TGO,1994,0.010701846789540944
TGO,1995,0.010860416318790832
TGO,1996,0.013692995355706459
TGO,1997,0.013931425758190546
TGO,1998,0.014136649210766565
TGO,1999,0.014221762485850858
TGO,2000,0.01597996021576132
TGO,2001,0.015420700833654473
TGO,2002,0.014825200803154854
TGO,2003,0.015090568095750262
TGO,2004,0.01760901258194651
TGO,2005,0.021581699795329944
TGO,2006,0.021567388993198836
TGO,2007,0.022892958875338282
TGO,2008,0.02736397224560001
TGO,2009,0.028926793741942194
TGO,2010,0.030020392753796525
TGO,2011,0.032635556196191406
