iso,direct,indirect
AFG,0.1304268089762198,0.6003826608954341
AGO,0.3820947414828739,0.34951330881068543
ALB,0.08271728874003802,0.4541097077122913
ARE,3.1182387912275136,1.165656595971143
ARG,2.8007565974362745,
ARM,0.07744828160752325,0.5419442372988215
ATG,0.007535494614068504,0.18996402172399485
AUS,6.056766747365316,
AUT,1.0160359496858127,
AZE,0.5008064917606853,0.6549135668213921
BDI,0.004793742968922647,0.2620458688616054
BEL,1.4348374730709952,
BEN,0.12176732845354954,0.3410229761158803
BFA,0.053060692427316036,0.17656041814211676
BGD,1.5444330790065384,0.6645649002007303
BGR,0.6155518017192156,
BHR,0.5214769281308904,1.5696587813351357
BHS,0.031111433192136585,0.2311536506297216
BIH,0.4074508447318432,0.3500279434795175
BLR,0.9213598375621426,0.327110992449434
BLZ,0.006358939914038906,0.2200707902396175
BOL,0.3449320086013703,0.11046749347548257
BRA,6.792637482234892,0.236218719315616
BRB,0.019764756938011323,0.1191199500053699
BRN,0.10285818788405567,0.4647475427925656
BTN,0.017963254742626684,0.8136013296066835
BWA,0.10899684969263614,0.1445073761715321
CAF,0.006129949858882265,0.19501992362933152
CAN,8.328718544622324,
CHE,0.5690211421930378,
CHL,1.2457518453432728,
CHN,165.93344782150822,
CIV,0.17774656031506159,0.23577302887235874
CMR,0.14724223805557327,0.43328988536671886
COD,0.040772238395242424,0.3734537266844882
COG,0.08995943594530503,0.2771455478739995
COL,1.3708934563770547,
COM,0.004255893199386789,0.22531711634951535
CPV,0.01326897015044941,0.17694117162238854
CRI,0.11953726248673553,0.19164138056640923
CUB,0.37421820773318526,0.2817983322270834
CYP,0.10317741555001855,
CZE,1.5052610604396839,
DEU,10.109931984697594,
DJI,0.01425729318386906,0.38339872144786113
DMA,0.002504777516646108,0.25308334163571544
DNK,0.4461238273097057,
DOM,0.399121918672089,0.17947316685928172
DZA,2.5194618046758106,0.33298858957908806
ECU,0.5676437444689353,0.22113442756165114
EGY,4.045684494674131,0.5970526244757366
ERI,0.011556134626702944,0.25387801215106265
ESP,3.7504671839271344,
EST,0.24970420232936436,
ETH,0.25901837929869403,0.35756421369916325
FIN,0.6235068022537056,
FJI,0.036372105619318584,0.2785517075152484
FRA,4.555523255596626,
FSM,0.0,0.053576337341553426
GAB,0.08897068944743038,0.37654478387048584
GBR,5.258383981650416,
GEO,0.15493071446812084,0.29934568935220796
GHA,0.2585256212294692,0.5361384703000454
GIN,0.04497218873352261,0.48327708033366434
GMB,0.008521163642246603,0.24688311991053524
GNB,0.0047631331562438635,0.13382937269591366
GNQ,0.06684161845774518,0.24629954680074206
GRC,0.9242258355795758,
GRD,0.003041989227376176,0.17318401883824208
GTM,0.2928298116286041,0.1556409828164078
GUY,0.0250369130775282,0.1860643252606451
HND,0.16357929359483958,0.24560706231937957
HRV,0.26561971825105707,
HTI,0.04923985281231351,0.2355904392852608
HUN,0.7141620056786665,
IDN,9.311588455707275,0.6397078237764617
IND,36.37749957528124,0.4273013171570028
IRL,0.5244526830024736,
IRN,9.810860373617734,0.8510518108762426
IRQ,2.9577651700047176,0.9870524755425549
ISL,0.055132902402032974,
ISR,0.9925712974192207,0.868559778211818
ITA,4.740075669708576,
JAM,0.1250018644341406,0.185625999750755
JOR,0.39019178663073495,0.8531917589570526
JPN,16.394600373020058,
KAZ,3.9292383187240096,
KEN,0.27369900615750514,0.4391070076704864
KGZ,0.1827222105877973,0.5453824697136724
KHM,0.16881854713976674,0.6407318270992732
KIR,0.000959518687583317,0.11656648383393531
KNA,0.002284546060830898,0.056819227551045515
KOR,9.450814377601754,
KWT,1.4505058389202266,0.9653112664924492
LAO,0.3313166551419708,0.6219201127918268
LBN,0.4052740787194086,0.8364249474695953
LBR,0.02001568673967723,0.3095636404663651
LBY,0.8025517358353467,0.4491863851405924
LCA,0.004763879062546192,0.2185829847078935
LKA,0.3666107413884196,0.7440993803602396
LSO,0.010148804244826162,0.18398192693649662
LTU,0.19396675117815668,
