iso,direct,indirect
AFG,0.186375673204002,0.9105893083506089
AGO,0.5460009735004998,0.5252713593868066
ALB,0.1182003185966562,0.6755886340257575
ARE,4.4558619388734915,1.7675392577076536
ARG,4.00219019713124,
ARM,0.11067107856427777,0.8090364940529753
ATG,0.010767977018269405,0.31481202420900445
AUS,8.654922932183673,
AUT,1.4518823668889032,
AZE,0.7156362083799057,0.9960715504728341
BDI,0.0068501029812268605,0.397806277326481
BEL,2.050336139333848,
BEN,0.17400155683423116,0.502110450434543
BFA,0.0758220058394174,0.25791885958221883
BGD,2.2069447000796805,1.005816048481961
BGR,0.879603528890079,
BHR,0.7451735904883637,2.3828299472007757
BHS,0.044457227398571025,0.35864390742301566
BIH,0.5822340213681237,0.5282876557480449
BLR,1.3165932781509904,0.49521933353719305
BLZ,0.009086718571477768,0.331347587627306
BOL,0.4928966354180311,0.1796878384335514
BRA,9.706458308069827,0.35222437875495416
BRB,0.02824319562021147,0.19646090615970024
BRN,0.1469810092105361,0.6827023575784779
BTN,0.025668907503536648,1.2223176089489698
BWA,0.15575295752489285,0.2187467327637478
CAF,0.008759499221239565,0.28980833517721294
CAN,11.901468247710184,
CHE,0.8131127279428692,
CHL,1.7801389196243567,
CHN,237.11350670576735,
CIV,0.253994060718417,0.36066665050259417
CMR,0.21040437512102936,0.6472884825944902
COD,0.05826220420935739,0.554146371834463
COG,0.12854911169693223,0.40332847623051293
COL,1.9589622166545468,
COM,0.006081533132231019,0.3436001838329048
CPV,0.018960927311843616,0.2651677017951215
CRI,0.170814865009776,0.28895701196688606
CUB,0.5347456626358452,0.41197730359499474
CYP,0.14743717517531119,
CZE,2.1509691580230754,
DEU,14.446764392113842,
DJI,0.02037320882162274,0.5761722183041229
DMA,0.0035792457053540417,0.4042711930602536
DNK,0.6374964572072916,
DOM,0.5703322565880312,0.2809830005472804
DZA,3.6002290759397333,0.4989151753942451
ECU,0.8111444713389213,0.3411311569773261
EGY,5.781151721678329,0.9166590395814183
ERI,0.016513340988665377,0.3858440617946144
ESP,5.359295774547259,
EST,0.35681919366354226,
ETH,0.3701288499882365,0.5246894470817551
FIN,0.8909709662412763,
FJI,0.051974557407775956,0.4134441256641139
FRA,6.509694749283559,
FSM,0.0,0.08112025646312304
GAB,0.12713622507020284,0.5674154582918618
GBR,7.51405989487884,
GEO,0.22139095815981938,0.42696750595609956
GHA,0.369424714714213,0.7975571721915458
GIN,0.06426379681033151,0.7163553216549872
GMB,0.012176466040771841,0.3612681835500098
GNB,0.0068063625532470825,0.18870011629985584
GNQ,0.09551450147322593,0.35680676905167275
GRC,1.3206886962179756,
GRD,0.004346903789043301,0.3023184565305428
GTM,0.4184442884471157,0.24126335066046067
GUY,0.03577693548130264,0.29278549412993016
HND,0.23374949678889964,0.3783697687327958
HRV,0.3795619489113174,
HTI,0.07036215014686226,0.35503019378109
HUN,1.0205143070651204,
IDN,13.305957422813854,0.9554889322689633
IND,51.98226519562774,0.6459860913477087
IRL,0.7494258475345554,
IRN,14.01940077501134,1.2821532023240252
IRQ,4.226550347018663,1.4809143909125169
ISL,0.07878312657900657,
ISR,1.4183521410326434,1.326016127179173
ITA,6.773414153994363,
JAM,0.17862360367887292,0.2843669325304745
JOR,0.5575713879899852,1.2937439897997365
JPN,23.427351366001005,
KAZ,5.614753918917606,
KEN,0.3911069888796551,0.6522764888728716
KGZ,0.2611041033276621,0.8117080055492352
KHM,0.24123621991113972,0.964690310898618
KIR,0.001371121035267885,0.1815681219599128
KNA,0.0032645421090578166,0.10495918172580332
KOR,13.504906742545064,
KWT,2.0727257251565723,1.4553431904549825
LAO,0.47344073760971556,0.9462526775587321
LBN,0.5791234934470654,1.2558054688221318
LBR,0.028601766155514203,0.4693541068432978
LBY,1.1468203601808944,0.6757703177257781
LCA,0.006807428429122868,0.36266618958143226
LKA,0.5238748403523605,1.130187650909761
LSO,0.014502311589099575,0.269838910183239
LTU,0.2771721865603053,
LUX,0.19868566052293476,
LVA,0.175615837828779,
MAR,1.4983036439669761,0.361773207402166
MDA,0.17702702978265594,0.6989190654202275
MDG,0.0978201586932676,0.3916955533293276
MDV,0.03591633169480162,0.5307929447664037
MEX,10.035017026752922,
MHL,0.0,0.022424916400041184
MKD,0.18107989638369693,0.3430273148591141
MLI,0.08107495244180724,0.3811104323503969
MLT,0.0332779297355603,
MMR,0.6898764202153174,1.2322479800843666
MNG,0.4542628954249448,0.4930419601956828
MOZ,0.2209909124692959,0.46004961404037203
MRT,0.06342904781602807,0.3581442744771266
MUS,0.08124276407250933,0.3706900372690143
MWI,0.03269836447785615,0.4271349159195097
MYS,5.305048697728013,0.9299100271109637
NAM,0.08861071403014781,0.4348383737539052
NER,0.05017570501722714,0.5991121830153361
NGA,2.730585140519688,0.45276467281462374
NIC,0.1123554715762731,0.18203311216154816
NLD,3.2164425196097994,
NOR,0.9679604413847925,
NPL,0.25768244172045085,1.755358386300145
NZL,0.755080131360471,
OMN,1.7776139217978058,1.38453687325989
PAK,4.418860834318018,1.7823281897237848
PAN,0.20831680988322093,-0.23143084444029682
PER,1.1265611103777808,0.2444906762489154
PHL,3.09035036334934,0.9286587141915561
PLW,0.026764064717903286,-0.20821638441100276
PNG,0.1530658127215297,0.40753285417622465
POL,6.451398909957593,
PRT,0.9962667040845892,
PRY,0.1837397219695105,0.3777460548679983
QAT,2.078148770865425,2.5527403565167788
ROU,1.6411658959667657,
RUS,36.27270236230943,0.2764350767677115
RWA,0.023792962926421496,0.2393107084527628
SAU,12.273226905678705,1.3072029410137702
