iso,direct,indirect
AFG,0.0663798848121385,0.2937998396896262
AGO,0.19446465896119114,0.1724990855915678
ALB,0.042098431615675225,0.2229532370695324
ARE,1.5870075592830277,0.5599281979971806
ARG,1.4254270405293274,
ARM,0.03941680435456178,0.2685361093024028
ATG,0.0038351414744460834,0.07027622569219716
AUS,3.0825524459270035,
AUT,0.5171049559100447,
AZE,0.2548822400639015,0.3188424968518575
BDI,0.002439744624543423,0.12970970838875928
BEL,0.7302512952222733,
BEN,0.06197269794511476,0.17755500913082756
BFA,0.027004897835227498,0.09050683525461523
BGD,0.7860292733467267,0.3210030258042025
BGR,0.3132811268998825,
BHR,0.26540232558957755,0.7566211860610679
BHS,0.015833963644783365,0.10732256392714135
BIH,0.20736948448105907,0.17286033266836398
BLR,0.46892015811762033,0.15968891580385502
BLZ,0.003236341533880303,0.10958862199015584
BOL,0.17555092529445504,0.04611881631430492
BRA,3.457069119306418,0.12003937839801893
BRB,0.01005914580892886,0.04467031829017287
BRN,0.052349012578953635,0.22925827393146392
BTN,0.009142282863671573,0.3970881138587288
BWA,0.055473244989090564,0.07157603547210556
CAF,0.0031197985194207946,0.10100852277952299
CAN,4.238847687560556,
CHE,0.28959964727291665,
CHL,0.6340173822198814,
CHN,84.45076008016852,
CIV,0.09046296763741912,0.11595743241434775
CMR,0.07493798919355965,0.2138058948336834
COD,0.020750768261935323,0.188656743241836
COG,0.04578427581482161,0.14569754602894136
COL,0.6977073995624234,
COM,0.002166009446720166,0.11329685518330734
CPV,0.006753156939714188,0.08638234936736922
CRI,0.06083772022724715,0.09641640965656961
CUB,0.19045594781409414,0.14150264030172366
CYP,0.052511481444532715,
CZE,0.7660929266651113,
DEU,5.14538480141103,
DJI,0.007256157585291138,0.18894033532416188
DMA,0.001274790392712266,0.10353520892692814
DNK,0.2270518500085973,
DOM,0.20313053118000812,0.0806226796415217
DZA,1.2822638665755854,0.16760563938413497
ECU,0.28889862956816614,0.10826719921712424
EGY,2.0590250796650826,0.28609188008508113
ERI,0.005881420326199715,0.126762159641288
ESP,1.9087761298076353,
EST,0.12708534631673957,
ETH,0.13182573672571374,0.18174014451915355
FIN,0.317329773211978,
FJI,0.018511349011271952,0.13537413776296603
FRA,2.318504234974089,
FSM,0.0,0.02253772067541604
GAB,0.04528105964973633,0.18591302551308786
GBR,2.676220676867053,
GEO,0.07885098976952867,0.15428137966893019
GHA,0.13157495067848812,0.2680199699242394
GIN,0.022888305949624765,0.24764412268888236
GMB,0.004336791381140374,0.1300869013694239
GNB,0.0024241659574297525,0.07674011563477734
GNQ,0.03401861142436602,0.12988093766824704
GRC,0.4703787893588687,
GRD,0.0015482008346137891,0.05975383113948851
GTM,0.14903384755055232,0.07327990127367912
GUY,0.012742375736884443,0.08624291666643558
