iso,direct,indirect
SLV,0.029750187609530243,0.09876862822014232
SOM,0.0036386270404707675,0.1193153711269872
SRB,0.37954330935654346,0.0658057446374869
STP,0.0006550372330977649,0.1321896336797721
SUR,0.007870128724044786,0.08572872855440039
SVK,0.13996035734344692,
SVN,0.06005309947185228,
SWE,0.1749659586496688,
SWZ,0.006563425373056493,0.08551265389365881
SYC,0.004935504839064225,0.10139869984877237
SYR,0.1046016736388854,0.12571500999756324
TCD,0.003554662389863874,0.1186134838712718
TGO,0.01232348482582614,0.14655773309979736
THA,1.0697829045441907,0.15747879226887562
TJK,0.03465780996361262,0.11324856511900805
TKM,0.3236777926221115,0.15945718821276955
TLS,0.004338606090909931,0.08941359585020336
TON,0.0005185247252100329,0.08614963662674313
TTO,0.127112300074251,0.1208105239170294
TUN,0.12454286647024715,0.16760410855573582
TUR,1.6468648745322074,0.1092220215100923
TUV,1.654933884914503e-07,0.08931025656735869
TZA,0.047612066557205346,0.09801250868449074
UGA,0.024220687873124647,0.12561262930293537
UKR,0.8014594896320348,
URY,0.0270720375207526,0.07998282311815785
USA,19.93022151222557,
UZB,0.3517833182402055,0.10843734203616862
VCT,0.000530367135693845,0.08155196779382834
VNM,1.2665469871601651,0.09779292134751927
VUT,0.0007237695896608982,0.0827378280541069
WSM,0.0014890546123250675,0.09786331831560346
YEM,0.0417225481998208,0.12238932947519743
ZAF,1.8458526669480513,
ZMB,0.0330744301561407,0.12922616326638092
ZWE,0.04724402568488034,0.14642917966844493
